MetaOTU	Species	Type	Sample	RelativeAbundance
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X45	2.59748999393257e-05
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X51	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X521	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X526	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X527	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X536	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X544	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X549	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X560	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X565	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X567	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X572	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X582	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X585	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X587	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X589	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X590	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X591	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X599	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X608	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X615	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X624	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X633	0.0291398665476699
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X637	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X78	0
MS00167;MS00169;MS00168	Faecalibacterium prausnitzii	Newborn	X87	0
MS00300	Roseburia intestinalis	Newborn	X105	0
MS00300	Roseburia intestinalis	Newborn	X10	0
MS00300	Roseburia intestinalis	Newborn	X128	0
MS00300	Roseburia intestinalis	Newborn	X12	0
MS00300	Roseburia intestinalis	Newborn	X130	0
MS00300	Roseburia intestinalis	Newborn	X133	0
MS00300	Roseburia intestinalis	Newborn	X137	0
MS00300	Roseburia intestinalis	Newborn	X150	0
MS00300	Roseburia intestinalis	Newborn	X157	0
MS00300	Roseburia intestinalis	Newborn	X172	0
MS00300	Roseburia intestinalis	Newborn	X180	0
MS00300	Roseburia intestinalis	Newborn	X181	0
MS00300	Roseburia intestinalis	Newborn	X184	0
MS00300	Roseburia intestinalis	Newborn	X201	0
MS00300	Roseburia intestinalis	Newborn	X229	0
MS00300	Roseburia intestinalis	Newborn	X238	0
MS00300	Roseburia intestinalis	Newborn	X240	0
MS00300	Roseburia intestinalis	Newborn	X256	0
MS00300	Roseburia intestinalis	Newborn	X258	0
MS00300	Roseburia intestinalis	Newborn	X263	0
MS00300	Roseburia intestinalis	Newborn	X265	0
MS00300	Roseburia intestinalis	Newborn	X268	0
MS00300	Roseburia intestinalis	Newborn	X26	0
MS00300	Roseburia intestinalis	Newborn	X272	0
MS00300	Roseburia intestinalis	Newborn	X274	0
MS00300	Roseburia intestinalis	Newborn	X275	0
MS00300	Roseburia intestinalis	Newborn	X276	0
MS00300	Roseburia intestinalis	Newborn	X281	0
MS00300	Roseburia intestinalis	Newborn	X282	0
MS00300	Roseburia intestinalis	Newborn	X332	0
MS00300	Roseburia intestinalis	Newborn	X335	0
MS00300	Roseburia intestinalis	Newborn	X338	0
MS00300	Roseburia intestinalis	Newborn	X341	0
MS00300	Roseburia intestinalis	Newborn	X343	0
MS00300	Roseburia intestinalis	Newborn	X350	0
MS00300	Roseburia intestinalis	Newborn	X367	0
MS00300	Roseburia intestinalis	Newborn	X377	0
MS00300	Roseburia intestinalis	Newborn	X383	0
MS00300	Roseburia intestinalis	Newborn	X385	0
MS00300	Roseburia intestinalis	Newborn	X397	0
MS00300	Roseburia intestinalis	Newborn	X39	0
MS00300	Roseburia intestinalis	Newborn	X42	0
MS00300	Roseburia intestinalis	Newborn	X45	0
MS00300	Roseburia intestinalis	Newborn	X51	0
MS00300	Roseburia intestinalis	Newborn	X521	0
MS00300	Roseburia intestinalis	Newborn	X526	0
MS00300	Roseburia intestinalis	Newborn	X527	0
MS00300	Roseburia intestinalis	Newborn	X536	0
MS00300	Roseburia intestinalis	Newborn	X544	0
MS00300	Roseburia intestinalis	Newborn	X549	0
MS00300	Roseburia intestinalis	Newborn	X560	0
MS00300	Roseburia intestinalis	Newborn	X565	0
MS00300	Roseburia intestinalis	Newborn	X567	0
MS00300	Roseburia intestinalis	Newborn	X572	0
MS00300	Roseburia intestinalis	Newborn	X582	0
MS00300	Roseburia intestinalis	Newborn	X585	0
MS00300	Roseburia intestinalis	Newborn	X587	0
MS00300	Roseburia intestinalis	Newborn	X589	0
MS00300	Roseburia intestinalis	Newborn	X590	0
MS00300	Roseburia intestinalis	Newborn	X591	0
MS00300	Roseburia intestinalis	Newborn	X599	0
MS00300	Roseburia intestinalis	Newborn	X608	0
MS00300	Roseburia intestinalis	Newborn	X615	0
MS00300	Roseburia intestinalis	Newborn	X624	0
MS00300	Roseburia intestinalis	Newborn	X633	7.03411431272042e-05
MS00300	Roseburia intestinalis	Newborn	X637	0
MS00300	Roseburia intestinalis	Newborn	X78	0
MS00300	Roseburia intestinalis	Newborn	X87	0
