103_B	105_B	10_B	128_B	12_B	130_B	133_B	137_B	150_B	157_B	172_B	179_B	180_B	181_B	184_B	18_B	195_B	1_B	201_B	203_B	224_B	229_B	238_B	240_B	241_B	244_B	256_B	258_B	263_B	265_B	268_B	26_B	272_B	274_B	275_B	276_B	281_B	282_B	332_B	335_B	338_B	341_B	343_B	345_B	350_B	367_B	377_B	383_B	385_B	387_B	38_B	397_B	39_B	42_B	45_B	503_B	504_B	507_B	511_B	51_B	521_B	526_B	527_B	532_B	536_B	53_B	544_B	546_B	549_B	560_B	565_B	567_B	570_B	572_B	577_B	582_B	585_B	587_B	589_B	590_B	591_B	598_B	599_B	608_B	615_B	622_B	624_B	626_B	633_B	635_B	637_B	640_B	70_B	78_B	7_B	82_B	87_B	9_B
MN00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00155	0	0	0	0	0	5.86109445445665e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86254197736076e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211072947765654	0	0	0	0	0	0	0	0	0
MN00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437330587278747	0	0	0	0	0	0	0	0	0
MN00157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00771379398861382	0	0	0	0	0	0	0	0	0
MN00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743138880622205	0	0	0	0	0	0	0	0	0
MN00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205908984172887	0	0	0	0	0	0	0	0	0
MN00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022007631137633	0	0	0	0	0	0	0	0	0
MN00163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38835831368064e-05	0	0	0	0	0	0	0	0	0
MN00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005984617220889	0	0	0	0	0	0	0	0	0
MN00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103935153743233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032696196293987	0	0	0	0	0.000628255107936089	0	0	0	9.05464041477753e-05	0	0	0	0	0	0	0.00255866516411746	0	0
MN00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000794623863454354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000982671283841063	0	0	0	0	0	0	0	0	0
MN00168	0	0	0	0.000504531050731278	0	0.00175108563942344	0.000160053686310218	0.000596756732909101	0	0.00102772564583111	0.00034548358982482	0.000301662738036548	0	0.000967149256405462	0	5.74282029448546e-05	0	0	0.00592785535413975	0	0.00309188932379338	0.0055964653569017	0	0.00118941690010839	0	0.000360294982161273	0.00120404790368301	0.00102048262866061	0	0	0.00655922329556158	0.00031594511660931	0	0.000793502691580019	0	0.00666567916221521	0.000358126046830296	0.00484242143503604	0	0.00075471355945651	0.00268030573554237	0.000101952885231299	0	0.000861244647262644	0.00352911019648639	0.00296330801652306	0.00134065749949417	0.00117293961459499	0	0	0	0	0.00156140006805536	0.00336055380731695	0	0.0299012846257313	0	0.000297185605037232	0	0.00913453762910009	0.00204917444308059	0	0	0	0	0.000287325570641421	0	0.000344442714748417	0.00151712759383363	0	0.000510069658557083	0	0	0	0	0	0.000253082399086904	0	0	0	0	0	0.00126493385100301	0	0	0.0022795033221133	0.00141026374255694	0	0	0.0186305455397681	0	0	0	0.00233855769748478	0.0015181320549046	0	0	0
MN00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909340562785492	0	0	0	0	0	0	0	0	0	0	0	0.00741992693835402	0	0	0	0	0.00916566364683173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00622109551194644	0	0	0	0	0	0.0042736249981107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225492702292248	0	0	0.0149026481886138	0	0	0	0	0	0	0	0.00240263582501414	0	4.21452220469373e-05	0	0	0	0	0	0	0
MN00170	0	0	0	0	0	0	0	0	0	0	8.71510498216069e-05	0	0	0	0	2.72869287839319e-05	0	0.000883974896446496	0	0	0	0.000228333043677099	0	0	0	0.000892726609837938	0	0	0.000641161791114191	0	0	0	0	0	0.000688302793288047	0.000996221932294535	0	0	0.000194914394739044	0	0	8.58583612218167e-05	0	5.09812552227235e-05	0	0	0.00250408178016832	0	0	0.000449578645536984	0	0.000197373358589561	0	0	0.00059300639784116	0.0142830892090424	0	0	0	0	0	0	0	0	0	0.00097309608886443	0	0	0	0	6.75941469362844e-05	0	0.00684449205925446	0	0	0	0	0.00345970410241761	0	0	0.00358382463802676	0	0.00191684728798115	0	0	0	0	0	0.000120451270224503	0.00116507220508599	0.000332621491517471	0	0	9.54616613838351e-05	0.000474667935454213	0.000333601231361674	0	0
MN00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38282239319176e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00172	0	2.99356845620663e-05	0	0	0	0	0	0.00156387961402727	0	0.00606379598315534	0	0	0	0	0	0	0	0	0	0.00986094771208829	0	0.00572449769954452	0	0	0	0	0	0	0	6.24054386328374e-05	0.00195065277916304	0	0	0	0	0	0	0	0	0	0	0	0	5.53318793235349e-05	0	0	0.000134337934403272	0	0	0	0	0	0	0	0	6.16499852518686e-05	0.0197408770496372	0	0	0	0	0.00933531068528895	0	0	0	0	0	0	0	0	0	0	0	0	0.184264448359368	0	0	0	9.55928400841088e-05	9.33151069628348e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0269760979454098	0
MN00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000797869220349684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.35142145018483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483054962196721	0	0	0	0	0	0	0	0	0
MN00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159145723689115	0	0	0	0	0	0	0	0	0
MN00178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583382897945723	0	0	0	0	0	0	0	0	0
MN00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130191191345679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003768515010244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318422861496852	0	0	0	0	0	0	0	0	0
MN00183	0	0	0.000121573518841293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206459246123007	0	0	0	0	0	0	0	0	0
MN00184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60095577233485e-05	0	0	0	0	0	0	0	0	0	0.000580104810447709	0	0	0	0	0	0	0	0	0	5.60693430080916e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46374825963393e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164010097748788	0	0	0	0	0	0	0	0	0
MN00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75669719457224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59537898291667e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47432415460762e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474007684013823	0	0	0	0	0	0	0	0	0
MN00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021293452260227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00189	0	0	6.38056261228889e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16130949277002e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93790027223132e-05	0	1.75284316709206e-05	0	0	0	0	0
MN00190	0	0	0	0	0	0	0	0.00275488990597856	0	0	0	0	0	0	0	0	0	0.0130885648018755	0	0	0	0	0	0	9.40026206996903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00189900644604346	0	0	0	0.000727065176738577	0	0.000289471887068838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000623792083366616	0	0	0	0	0	0	0	0	0.00280742798105806	0	0	0	0	0	0	0.0124365525769067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142933546592417	0	0	0.00109028638319545	0	0
MN00191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09289908921762e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12339681524642e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173307148910749	0	0	0	0	0	0	0	0	0
MN00192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0374614492410172	0	0	0	0	0	7.63597383094458e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00193	0	0	0	2.64018873148092e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000629493584405115	0	0	0	0	0	0	3.10106355308181e-05	0	0
MN00194	0	0	0	0	0	0	6.2123668344311e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93781623727188e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354809446698069	0	0	0	0	0	0	0	0	0
MN00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00196	0	0	0	0	0.000440335599007527	0	0	0	0	0	8.91403300169174e-05	0	0	0	0	0	0	0.00340434428037144	0	0	0	0	0	0	0	0.000549596286260794	0	0	0.0028986051938683	0	0	0	0.00618434021591066	0	0	0.00191338510664237	0	0.000526915259881808	0	0.000788044262499179	0	0	0	0	0	0	0	0	0	0	0	0	0.000335203982788233	0.00012287727046494	0	0	0	0	0	0.000150667458852344	0	0	0	0	0	0	0	0	0	0	0.000807361936056221	0	0	0	0	0	0	0	0	0.00177043012742573	0	0	0	0	0	0.000742745825460984	0	0	0	0	8.13867087863157e-05	0	0.235470195493255	0.000135991792355193	0.000402499327999072	0	0	0
MN00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29178909169854e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59333488489916e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442519328169294	0	0	0	0	0	0	0	0	0
MN00199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8421784522824e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029282266372308	0	0	0
MN00200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81492099214782e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100875442506748	0	0	0	0	0	0	0	0	8.78803606711109e-05	0	0	0	0	0	0	0	0	0
MN00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154124629355756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94226271668112e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199590810183575	0.494605981880701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410283389847331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000909167726964714	0	0	0	0	0	0	0	0	0
MN00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000714249247827271	0	0	0	0	0	0	0	0	0
MN00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.47258778030481e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018974895321983	0	0	0	0.0601124650767101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675071587798591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70374738611165e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67112969365203e-05	0	0	0	0.000585185637099441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398662495688828	0	0	0	0	0	0	0	0	0
MN00207	0	0	0.000110611555283523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000226386262606107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335844812644076	0	0	0	0	0	0	8.90116291810161e-05	0	0
MN00208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00209	0	0	0	0	0	0	0	0	0	0	0.00075092555808652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136471826478409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058483189491807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71406648409292e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013795831565476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405930237365599	0	0	0	0	0	0	0	0	0.00171446019727745	0	0	0	0	0	0	0	0	0
