Time;Bacteroides_theta;Bacteroides_fragilis;Bifido_longum;Bifido_breve;Bifido_adolescentis;Eubacterium_hallii;Faecalibacterium_prausnitzii;Roseburia_intestinalis
Newborn_RA_exp;0.794134874579209;8.06657978529469;6.45232374148939;3.59186608218717;1.91287402723905;0.00327032234839551;0.0431402065623501;0.000103442857540006
Forth month AA;0.0531757612477128;0.130544199328003;0.472421405253404;0.124184392977097;0.0269866994417804;0;0;0
Forth month RA;2.32920848664839;5.917550348297;19.9595605666318;5.759435175831;1.19729833397385;0;0;0
Forth month RA_exp;2.3850842402684;6.81132946547457;18.8582465363214;6.45846437087857;1.30250460105924;5.3660192475016e-05;0.000822456528952758;0.000911443118423562
Twelvth month AA;1.06125848330632;2.39099240513022;0.523522552920023;0.519019764724594;0.130770810947207;0.419874266510229;1.34210100444139;1.32758625920207
Twelvth month RA;1.31249709405351;2.95702756020432;0.647459445731162;0.641890683252838;0.161729034024305;0.51927382756521;1.65982528852698;1.64187437341327
Twelvth month RA_exp;1.31697325681607;2.75404921410126;1.11425097911756;0.383929824754842;0.3057103776571;0.282857191418836;1.6970341820939;1.68677228081203
