Time,Bacteroides_theta,Bacteroides_fragilis,Bifido_longum,Bifido_breve,Bifido_adolescentis,Eubacterium_hallii,Faecalibacterium_prausnitzii,Roseburia_intestinalis,HMO,HEXOSE,SUCCINATE,ACETATE,PROPIONATE,LACTATE,FORMATE,ETHANOL,BUTYRATE,H2
0,0.158826974915842,1.61331595705894,1.29046474829788,0.718373216437433,0.382574805447809,0,0,0,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0
0.1,0.158827856329652,1.61346711684617,1.29111452564485,0.718660263905625,0.382733779734863,0,0,0,2.37821053834669,1.2224689281308,0.609732480625466,0.601997418354095,0.501244610733976,0.54126917954598,0.537549111501484,0.524780826930774,0,0
0.2,0.158830776895496,1.61385549565408,1.29230460469061,0.719183438354082,0.383016814242212,0,0,0,2.26312628602762,1.8099926893547,0.781158526427187,0.760613872673973,0.512830838552235,0.596768347905166,0.587749969806905,0.555509632470141,0,0
0.3,0.158835352549718,1.61443122467397,1.29391345209638,0.719895217225864,0.383399223661903,0,0,0,2.15419838136874,2.28653628941293,0.998717834118417,0.955459928464555,0.531843335949864,0.662668330579844,0.647220126821615,0.590590969766352,0,0
0.4,0.158841277378995,1.61515507163631,1.2958481352912,0.720758189124313,0.383861482548036,0,0,0,2.05091577842206,2.67112380148962,1.25042787895591,1.17207005170897,0.556074582258456,0.736066164910063,0.713386273086152,0.628817038906363,0,0
0.5,0.158848303890994,1.61599571717803,1.29803617827655,0.721742411883793,0.384387898092637,0,0,0,1.95280416076316,2.97906962235578,1.52698114131194,1.40023144789705,0.583847433844621,0.814736250412097,0.784270002166917,0.669260990725906,0,0
0.6,0.158856229240007,1.61692785659275,1.30042013881178,0.722823588635532,0.384965689842176,0,0,0,1.8594249492616,3.22283902008583,1.82110598118386,1.63280911710373,0.613887110038226,0.896959173646462,0.85833953664534,0.711204488938496,0,0
0.7,0.158864885335358,1.61793083972434,1.30295387643105,0.723981772532865,0.385584333168235,0,0,0,1.77037433585507,3.41266766235891,2.12710210627415,1.86490479469774,0.645226850261466,0.981400330770974,0.934404002899497,0.754086940502239,0,0
0.8,0.158874131562644,1.61898767298725,1.3055999105005,0.725200424064014,0.386235079169736,0,0,0,1.68528230358726,3.55701914697175,2.44049537189529,2.09324664885632,0.677137184536077,1.06702163703757,1.01153613697623,0.797468941313465,0,0
0.9,0.158883849312255,1.62008427185433,1.30832750366517,0.726465710057204,0.386910595892034,0,0,0,1.60381161034351,3.66293046957879,2.75777640422488,2.31574192230099,0.709072172954453,1.15301590504419,1.08901457153578,0.841005345521493,0,0
1,0.15889393778882,1.62120889083194,1.31111124159794,0.727765972436465,0.387604695033996,0,0,0,1.52565672416607,3.73627798623533,3.07619953199529,2.5311466427462,0.740628092220475,1.23875717391057,1.16627996773549,0.884425030910938,0,0
1.1,0.158904310748714,1.6223516819619,1.3139299607653,0.729091318839772,0.388312120244813,0,0,0,1.45054270425401,3.78198568466547,3.39362603667294,2.73882062629092,0.771511412119846,1.32376252857442,1.24290116456502,0.927515437379924,0,0
1.2,0.158914893923579,1.62350434823653,1.31676592568046,0.73043330249064,0.389028380704414,0,0,0,1.37822402527381,3.80419073550933,3.7084005897637,2.93854532697073,0.801513808241678,1.40766236949431,1.31854872549311,0.970110581856465,0,0
1.3,0.158925622960493,1.62465986836748,1.31960418863801,0.731784668664191,0.389749618633574,0,0,0,1.30848334439794,3.80637682165614,4.01925296326935,3.13038841269084,0.830492570842056,1.49017701309294,1.39297404744653,1.01208165467757,0,0
1.4,0.15893644175805,1.62581227608296,1.32243208540227,0.733139151710951,0.390472502680975,0,0,0,1.24113021120162,3.79148275136734,4.32521927851905,3.31460333062653,0.858355195944932,1.57109811383545,1.46599272043523,1.05332956659939,0,0
1.5,0.158947301110838,1.62695648172815,1.32523883392387,0.734491311095122,0.391194141377853,0,0,0,1.17599972063574,3.76199181728926,4.6255785649159,3.49155521704537,0.885047246828018,1.65027381307106,1.53747118264997,1.09377899322953,0,0
1.6,0.1589581575979,1.62808812714233,1.3280152123743,0.735836398005959,0.391912012401703,0,0,0,1.11295110908833,3.72000594144036,4.91980146076389,3.66166672213071,0.910542791975613,1.72759680647085,1.60731596361572,1.1333735855415,0,0
1.7,0.158968972667032,1.62920346704593,1.33075329914306,0.73717024627517,0.392623904479137,0,0,0,1.05186629329212,3.66730763959864,5.20750864791789,3.82537892976663,0.934836885368968,1.80299472397341,1.67546498330748,1.17207210029043,0,0
1.8,0.158979711878436,1.63029927179104,1.33344626189528,0.738489182878538,0.393327869532732,0,0,0,0.992648351723029,3.60541211437461,5.48843716456594,3.9831237350474,0.957939673844923,1.87642236098516,1.74188050128337,1.20984526466021,0,0
1.9,0.15899034427967,1.63137274750554,1.3360881859528,0.739789954411686,0.394022183234869,0,0,0,0.935219948303913,3.53561125740718,5.7624131482956,4.1353049203938,0.979871805821647,1.94785540500394,1.80654340206362,1.24667323313901,0,0
2,0.159000841890034,1.6324214705266,1.33867393454218,0.741069666738725,0.394705312538155,0,0,0,0.87952169878548,3.45901094930848,6.02932986666361,4.28228582871633,1.00066088396924,2.0172853796776,1.86944857130224,1.28254352658252,0,0
2.1,0.159011179277064,1.63344333366289,1.34119903511438,0.742325735606612,0.395375889050923,0,0,0,0.825510481188711,3.37656275171907,6.28913012345023,4.42438202798954,1.02033875698341,2.08471558655366,1.93060116860721,1.31744936712634,0,0
2.2,0.159021333211239,1.63443650230827,1.34365958716526,0.743555846458226,0.396032687347911,0,0,0,0.773157693192885,3.28909086200625,6.54179230548079,4.5618577377134,1.0389394864636,2.15015786889234,1.99001364186725,1.35138834039257,0,0
2.3,0.159031282387519,1.6353993787964,1.34605218789656,0.744757922005727,0.396674607471514,0,0,0,0.722447461339079,3.19731502892895,6.78731947123347,4.69492507406161,1.05649785684516,2.21363005569842,2.04770335791,1.38436132991359,0,0
2.4,0.159041007204259,1.63633057366634,1.34837387274012,0.745930096372442,0.397300661002816,0,0,0,0.673374809359035,3.10186999381161,7.0257309882541,4.82374538883386,1.0730483214545,2.2751539702552,2.103690747554,1.41637167899325,0,0
2.5,0.159050489591486,1.63722888272527,1.35062206828516,0.747070694797813,0.397909960174767,0,0,0,0.625943795778572,3.00332191708127,7.25705630870325,4.94843214360925,1.08862429756543,2.33475390782108,2.15799788126641,1.4474245431377,0,0
2.6,0.159059712881586,1.63809326896299,1.35279455554206,0.748178218041227,0.398501709569985,0,0,0,0.580165634113386,2.90218216774287,7.48133053628579,5.06905488659552,1.10325773897023,2.39245550316076,2.21064740588604,1.477526402283,0,0
2.7,0.159068661716296,1.63892284850438,1.35488944177872,0.749251330728387,0.399075199998616,0,0,0,0.536056812395475,2.79891878864133,7.69859148718523,5.18564399453976,1.11697892690782,2.44828492124144,2.26166178408314,1.50668470674264,0,0
