MetaOTU	Species	Type	Sample	RelativeAbundance
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X268	0.0684034499172756
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X26	0.000926486382373648
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X272	0.00850123456590245
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X274	0.00643472099048946
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X275	0.102363077934627
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X276	0.0154943304721461
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X281	0
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X282	0.000194618636154564
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X332	0.00020030228228226
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X335	0
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X338	0.0189022255477111
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X341	0.0706363291394054
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X343	0.000560060662996961
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X350	0.000737605264326364
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X367	2.45369725478714e-05
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X377	5.47585544609865e-05
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X383	0.00211893989061431
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X385	0.0443400458897185
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X397	0.00362472467721587
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X39	0.0179580030778891
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X42	0.00851862125220571
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X45	0.0222485537145503
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X51	0.0515409335080408
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X521	0
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X526	0.000279834474468803
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X527	0.0097659904767432
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X536	0.0202860642506341
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X544	0.000134475532098153
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X549	0.0285279026579716
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X560	0
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X565	9.95975655730706e-05
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X567	0
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X572	0.00266801136368324
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X582	0.0512081111022587
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X585	0.0379257518866206
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X587	0.000489097465200817
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X589	0.0514323454302788
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X590	0.00160788141213914
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X591	4.94505214769301e-05
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X599	0.0725575117297841
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X608	6.99117958536231e-05
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X615	0.0363644377777155
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X624	0.000180526959915921
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X633	0.0178782585871498
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X637	0.00011141702853512
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X78	0.0263210976558128
MS00169;MS00167;MS00168	Faecalibacterium prausnitzii	12 Months	X87	0.0260065400155701
MS00300	Roseburia intestinalis	12 Months	X105	0.00100946710596667
MS00300	Roseburia intestinalis	12 Months	X10	0.0016980215757875
MS00300	Roseburia intestinalis	12 Months	X128	0.000480076006912448
MS00300	Roseburia intestinalis	12 Months	X12	0
MS00300	Roseburia intestinalis	12 Months	X130	0.000240398234723797
MS00300	Roseburia intestinalis	12 Months	X133	0.0429358940118758
MS00300	Roseburia intestinalis	12 Months	X137	0.0469539214650055
MS00300	Roseburia intestinalis	12 Months	X150	0.000955391541716645
MS00300	Roseburia intestinalis	12 Months	X157	0
MS00300	Roseburia intestinalis	12 Months	X172	0.00263544892888876
MS00300	Roseburia intestinalis	12 Months	X180	0.000522423842159015
MS00300	Roseburia intestinalis	12 Months	X181	0.000126278816589176
MS00300	Roseburia intestinalis	12 Months	X184	0.0954703649463726
MS00300	Roseburia intestinalis	12 Months	X201	7.6941105432716e-05
MS00300	Roseburia intestinalis	12 Months	X229	0.00191776858322708
MS00300	Roseburia intestinalis	12 Months	X238	0.00103782008001236
MS00300	Roseburia intestinalis	12 Months	X240	0.000323190264450571
MS00300	Roseburia intestinalis	12 Months	X256	0
MS00300	Roseburia intestinalis	12 Months	X258	0.139470426597941
MS00300	Roseburia intestinalis	12 Months	X263	0.0240933406107714
MS00300	Roseburia intestinalis	12 Months	X265	0.140567770176481
MS00300	Roseburia intestinalis	12 Months	X268	0.000746442729850528
MS00300	Roseburia intestinalis	12 Months	X26	0.000666536920377051
MS00300	Roseburia intestinalis	12 Months	X272	0.182329570622937
MS00300	Roseburia intestinalis	12 Months	X274	2.33275759049079e-05
MS00300	Roseburia intestinalis	12 Months	X275	0.000331528112753127
MS00300	Roseburia intestinalis	12 Months	X276	0.0211217568251554
MS00300	Roseburia intestinalis	12 Months	X281	0.00081767897496968
MS00300	Roseburia intestinalis	12 Months	X282	0.00118709596246964
MS00300	Roseburia intestinalis	12 Months	X332	0.000667422308190358
MS00300	Roseburia intestinalis	12 Months	X335	0
MS00300	Roseburia intestinalis	12 Months	X338	0.00260365446055981
MS00300	Roseburia intestinalis	12 Months	X341	0.00602885256758777
MS00300	Roseburia intestinalis	12 Months	X343	0.000800175356524636
MS00300	Roseburia intestinalis	12 Months	X350	0.00025532218432044
MS00300	Roseburia intestinalis	12 Months	X367	0.00187163560994629
MS00300	Roseburia intestinalis	12 Months	X377	0.000370591989459567
MS00300	Roseburia intestinalis	12 Months	X383	0.000381616217100433
MS00300	Roseburia intestinalis	12 Months	X385	3.37689079106388e-05
MS00300	Roseburia intestinalis	12 Months	X397	0.00214722541578656
MS00300	Roseburia intestinalis	12 Months	X39	0.00210695097894674
MS00300	Roseburia intestinalis	12 Months	X42	0.000139550725372345
MS00300	Roseburia intestinalis	12 Months	X45	0
MS00300	Roseburia intestinalis	12 Months	X51	0.0552630052034595
MS00300	Roseburia intestinalis	12 Months	X521	0.000426194524848167
MS00300	Roseburia intestinalis	12 Months	X526	0.000865762545877956
MS00300	Roseburia intestinalis	12 Months	X527	0.000206253311548607
MS00300	Roseburia intestinalis	12 Months	X536	0.0317727698296631
MS00300	Roseburia intestinalis	12 Months	X544	0.0167473073283632
MS00300	Roseburia intestinalis	12 Months	X549	0.0139586183270218
MS00300	Roseburia intestinalis	12 Months	X560	3.8974165765788e-05
MS00300	Roseburia intestinalis	12 Months	X565	0.0237099290164254
MS00300	Roseburia intestinalis	12 Months	X567	0
MS00300	Roseburia intestinalis	12 Months	X572	0.0420194021621063
MS00300	Roseburia intestinalis	12 Months	X582	0.0557161553226064
MS00300	Roseburia intestinalis	12 Months	X585	0.0191683936239273
MS00300	Roseburia intestinalis	12 Months	X587	2.98205242982385e-05
MS00300	Roseburia intestinalis	12 Months	X589	0.00340911909746056
MS00300	Roseburia intestinalis	12 Months	X590	0
MS00300	Roseburia intestinalis	12 Months	X591	6.63017793636234e-05
MS00300	Roseburia intestinalis	12 Months	X599	0.129426995037634
MS00300	Roseburia intestinalis	12 Months	X608	0
MS00300	Roseburia intestinalis	12 Months	X615	0.0049312512523382
MS00300	Roseburia intestinalis	12 Months	X624	0.0129089845637694
MS00300	Roseburia intestinalis	12 Months	X633	0
MS00300	Roseburia intestinalis	12 Months	X637	5.89132430864426e-05
MS00300	Roseburia intestinalis	12 Months	X78	0.00691109730323205
MS00300	Roseburia intestinalis	12 Months	X87	0.0042242544489481
