103_4M	105_4M	10_4M	128_4M	12_4M	130_4M	133_4M	137_4M	150_4M	157_4M	172_4M	179_4M	180_4M	181_4M	184_4M	18_4M	195_4M	1_4M	201_4M	203_4M	224_4M	229_4M	238_4M	240_4M	241_4M	244_4M	256_4M	258_4M	263_4M	265_4M	268_4M	26_4M	272_4M	274_4M	275_4M	276_4M	281_4M	282_4M	332_4M	335_4M	338_4M	341_4M	343_4M	345_4M	350_4M	367_4M	377_4M	383_4M	385_4M	387_4M	38_4M	397_4M	39_4M	42_4M	45_4M	503_4M	504_4M	507_4M	511_4M	51_4M	521_4M	526_4M	527_4M	532_4M	536_4M	53_4M	544_4M	546_4M	549_4M	560_4M	565_4M	567_4M	570_4M	572_4M	577_4M	582_4M	585_4M	587_4M	589_4M	590_4M	591_4M	598_4M	599_4M	608_4M	615_4M	622_4M	624_4M	626_4M	633_4M	635_4M	637_4M	640_4M	70_4M	78_4M	7_4M	82_4M	87_4M	9_4M
MS00050	0	0	0	0	0	0	0	0	0	0	0	0.00212668325813015	0	0	0.000188311970731048	0	3.49003473312897e-05	0.000478218970313793	0	0	0	0	0	0	0	0	0	0	0.000929424287750659	0	0	0	0	0	0	0.000314959074584242	0	0	0	0	0	0	0	0	0	0	0	0.463168298311161	0	0.00100453128446232	0	0	0	0	0	0	0	0	0.00144994811873992	0	0.000412961764936148	0	0	0	0	0	0	0	0	0	0	0	0	0.00276175593069315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000349765248556585	0	0	0	0	0	0.00377391781509969	0	0
MS00051	0	0	0	0	0	0	0	0	0.00184958944612124	0	0	0	0	0	0	0.000601623172370976	0	0	0.000174825551697041	0	0	0	0	0	0.000179545537348465	0	0	0	0	0	0	0	0	0.000262333633280913	0	0	0	0	1.88678658826914e-05	0	0	0.00206061374316109	0	0.00013503341841834	0	0	0	0	0	0	0	0	0.000746298127007445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281160123680596	0	1.52690635698957e-05	0	0	0	0	0	0	0	0
MS00052	0	0	0	0.0534983403136537	0	0.203631098525427	0	0	0	0	0	0	0	0	0	0.0492360405304497	5.85213462953478e-05	0	0	0	0	0	0	0	0.0131018792353168	0.00194018166327246	0	0	0.00418891897232139	0	0	0	0.257040177092813	0.00110059125995843	0	0.0279904588683274	0.0201861436073191	0	0.126300908310517	0	0.00268171226124329	0	0	0	0	0.0322347752353867	0	0	0	0	0	0	0	0	0	0.00010161232102454	0	0	0.0555641264322358	0	0	0	0	0	0	0	0	0	0	0	0.0322426248269665	0	0.0450908071690606	0.0196969346221883	0	0	0	0	0.793001311811991	0.0304591331412341	0.0147262398521392	0	0	0	0	4.99313256349902e-05	0	0	0.00287791468102445	0	0	0	0	0	0	0.04425699545304	0	0
MS00053	0	0	0.00474150759382099	0.0218019219495702	0	0	0.0031199157994599	0	0	0	0.0770449627737506	0.0155780639903743	0	0	0.011565769786028	0.0358936397650391	0.00265216168864785	0	0.00111465097494535	0	0	0	0	0	0.00819438168847484	0.000893150357914319	0	0	0	0	0.0110816508163552	0	0	0	0	0.00222265924037176	0.0110994817380412	0	0.00663251623473385	0.0246615064681726	0	0.000829998426805907	0.00988891458498041	0	0	0.00754536655913279	0	0	0	0.00508873247444705	0.000798464072656088	0	0.0353220171389788	0.0410472697008729	0.000116040001352717	0.00331373585420463	0	0	0.0258446468345866	0.0262537936110394	0	0	0	0	0.000263313504069981	0.0471317731121078	0	0	0.0721579506770501	0	0.00261753034561879	0	0.0461450857593498	0.000397434713464703	0.00375131424861026	0.000440293578974522	0	0.0498369611583834	9.73263480964019e-05	0.0341774796682957	0.000568932246503505	0.173901263075879	0	0	0.00228525194249662	8.07918098971424e-05	0	0.00559655027762193	0.00667794594634156	0.000733382810599289	0.0142873887532535	0	0.00413188064778047	0.000658842828051088	6.56852118868648e-05	0.0070890555535098	0	0
MS00054	0	0	0.303324120869163	0	0	0.158569052205237	0.0223544309783219	0.164418752320596	0.570838263374488	0	0	0	0.546833554327656	0	0	0.0475604972957345	0	0.0496703211782656	0.0417090494185544	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457205484375316	0.160181798240065	0	0	0	0.00311856263900884	0	0	0	0.0354241486096166	0	0	0.107628325815576	0.00635482898901555	0	0	0	0	0	0	0	0	0.0367754455779701	0.0299330019462138	0	0	0.187295794268524	0.129844469522317	0.3538818879446	0.0491262366454499	6.39520760119186e-05	0	0	0.115321159243732	0	0.042228310640419	0	0	0.114669010805377	0.0107591336896526	0.0585518214196747	0	0	0.125110255414691	0	0.223628220246323	0	0	0.0961305870918594	0	0	0	0.0138157333137582	0	0	0.0858876460653119	0	0.000897796434400558	0	0	0	0.0643551878486818	0	0.0223498518355478	0	0
MS00055	0	0	0	0.10267681333575	0.128323259924509	0	0.0735488148282457	0	0	0	0.000360890910904358	0.0511100534396752	0	0	0.0167435244804877	0.0113510946487565	0.101499476956034	0.0664586722475463	0	0	0.0320193515568748	0	0	0.720122087691547	0.115516770629972	0.011471886297933	0	0	0.0257280851485126	0	0.0334183279935634	0	0.0931606044508885	0.0561939599459719	0	0.00865706610261923	0.100927833921866	0.00114588442033131	0.0669435592928096	0.0213401937487206	0.0815435167928582	0.0593428749246642	0.066462246704539	0.000745511973867757	0	0.00987572765394915	0.0162751089911994	0	0	0.0109923900639231	0.024712358701299	0	0.00231743209867084	0.266133645090637	0.00998508881957254	0.00503546589815063	0	0	0.0193973217118911	0	0.03309222214926	0.0541599202105078	0.242885294782331	0	0.0145951289929611	0.0344398953684978	0	0	0	0.149778281742343	0.0839406790052797	0.00350913800819279	0.419159700717277	0.0401499288772074	0.00891961308148595	0	0	0.228532542908434	0	0.0188564459218054	0.000638550682808402	0.00509755374359476	0	0	0	0.00047816624616685	0	0.100360200491934	0.00181755946921459	0.00328558391198792	0.025634331869112	0	0.00464550486886934	0.0034405397951407	0.00103625395297814	0.00944630533538603	0	0
MS00056	0	0.57982948593794	0.229094748433983	0	0	0	0.150075560236231	0.306505558654207	0	0.0506176121811628	0	0.0167021794172505	0	0.00339793126608232	0.00669329961983315	0.0010458645825838	0.00081203526658516	0.000255926930846643	0.00272971594331006	0.0259157513495898	0.00467029802170622	0.205486102076786	0.158098418781474	0	0	0.000268229315935217	0.00173753234195831	0	0	0.0508815341898098	0.13646957150239	0.00171814478276102	0	0	0.00807549588343006	0.60795519047691	0	0.00982092190213504	0	0.0021886151402971	0.000229317652185188	0.0374257735173678	0.00368225761624237	0.0715898657569738	0.311499555648337	0.314724428204947	0.0927229037312611	0	0.00137921099043017	0.33806130839999	0.0636281429802662	0.682098488621386	0	0.0589389932212945	0	0	0	0.215151549258589	0.0253108227054647	0	0.0671637535559209	0.0006671244506528	0.000218509706285294	0	0	0	0	0	0	0.000731493228991191	7.43148591728116e-05	0.0244195632874586	0	0	0	0	0.134272749332536	0.0631447218226762	0.0692489833509365	0.0161695349980785	0	0	0	0	0.000902178910717542	0	0	0	0.000167296875428458	0.238346629436519	0.0004991792644221	0	4.84915726578109e-05	0	0	0	0	0
MS00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00058	0	0	0	0	0	0	0.000977112975924475	0	0	0	0	0.000155202425572967	0	0	0	0.000404602125542238	0	0.000273269116127387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46129292595838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36694753780477e-05	0	0	0	0.00168453348335724	0	0	0	0	0.000998663531562661	0	0.000283048675182596	0	0	0	0	0	0.000537411667039314	0	0.000127960425762618
MS00059	0	0.0974099699299465	0.0215914163293323	0.020176045821152	0	0.0693262773015105	0.0512683284207997	0.0769860959629547	0.110719044252814	0.000122828343106148	0	0.0036655979982741	0	0.080896619827614	0.466439745491073	0.035118829509878	0.343422839174463	0.0940104353680661	0.353145993455954	0.500449420810035	0.115815000627439	0.203829571790239	0.479778915544417	0.0336983712689917	0	0.296857633742081	0.473491026708516	0	0.0584073510269643	0.684389448945646	0.00151793235737618	0.17337095488465	0.0142568514337926	0.0590344846380206	0.752036487596151	0.0494307176140704	0.23392268627562	0.575413823695607	0.0224661880272679	0.125611804622218	0.554707787227658	0.0108256273808872	0.707492531291324	0.0231687110095745	0.0376465056133147	0.0473840746875046	0.114354958554034	0.210328750718408	0.779666894094481	0.0443078510563703	0.273357210242192	0	0.0776189805739421	0.0883283304288079	0.0182334843400631	0.0322280635294843	0.0150763620034945	0.0395190463272419	0.00497180676591188	0.0271228004435216	0.0652084874040665	0.285221052439417	0.197967688392132	0.026149324203743	0.448565372111033	0.00865381396267596	5.43357269826858e-05	0.0277222417312716	0.141646391573329	0.362650689413459	0.172373682960101	0.52543136670436	0.060744821376818	0.195046224843473	0	0.00624257102431655	0.58779965305777	0.00291378021260766	0.000187572612636041	0.0415738472461801	0.131242441788632	0.0431088114034578	0.189448803826102	0.323504560141548	0.549518158123384	0.312570468426776	0.0143013491706228	0.0441285704921185	0.228141351167951	0.173290456734399	0.218970707214943	0	0.266046441853107	0.173147850623771	0.0657475617713211	0.0183998345748937	0	0.000331061116654337
MS00060	0	0	0.000270326830795519	0.00143770404813825	0	0	0.0450221341931287	0	0	0	0	0	0	0.0695598682637635	0.00053828965215736	0.200950728751237	0	0.294237869086577	0.00135382706738364	0	0	0.00119345773927026	0	0	0	0.000211567560180156	0	0	0	0	0	0.00534526214363303	0	0.0526756750670451	0	0.0685845419038248	0.197624471112405	0	0	0.00559827735174983	0	0.532690595503909	0	0.152503782401977	0	0.0360999789945939	0.00073005848223667	0	0	0	0.0181281539997914	0	0.000799230817725389	0.0332672918373785	0	0	0	0.0542916177656265	0.127933374562968	0	0.0651893034075504	0	0	0	0	0.137816810254117	0	0	0.000912018510551852	0	0	0.000378646848238721	0	0.000311624157618812	0	0.459067285847792	0	0.0444007626544987	0	0.000216135370416634	0.00101813306967559	0.0883436899705527	0.0237854159826696	0	0	0	0	0.170203485935609	0	0.216831427194026	0.000842595477800835	0	0	0	0	0	0	0
MS00061	0	0	0.0137287084014292	0.0386662817414294	0	0	0.0138802889838582	0.0134507397200956	0	0	0	0.0233937692773705	0	0	0	0	0	0	0	0	0	0.0670416743954127	0	0.00172247796208846	0	0.0542673614669364	9.25309190889355e-05	0	0.147321562334437	0	0.00819946507687123	0.000376583128521414	0.00547521737291163	0.000142863449310781	0	0	0	0	0.141669745089237	0.0699380680230221	0	0	0	0.00578929093030002	0.000893946342068867	0	0.00104614478232992	0	0	0.00109204310402218	0.0021792340755383	0.00229829348348735	0.0640821975638386	0	0.023307234659255	0.187370832903517	0	0	0	0	0	0	0	0	0	0.0241563803815076	0	0	0	0	0.00041434168823895	0	0.0164707369236263	0	0	0.0525887034243565	0	0	3.14711896516551e-05	0.035368453647143	0.0695538876504558	0	0.00480206648872952	0.0493306673956304	0	0.106615624279638	0	0.00801078765201676	0	0	0.0598438734705007	0	0	0.000435640336885578	0.10011858578234	0.186110403821973	0	0
MS00062	0	0	0	0	0	0	0.197220270136835	0	0	0	0	0	0	0.261344589461462	0.0978117139792996	0.223538372321134	0.000147044053019112	0.000378906008547135	0.190018536191454	0	0.0158411917035283	0.185473472950572	0	0	2.38443388285227e-05	0.0561640566203737	0.142556300118531	0	0	0	0	0.521191694973284	0	0.0990521939048138	0	0	0	0.0160543178659042	0	0.299388162268767	0	0	0	0.0921942893010149	0	0.17356396654178	0.119117272658647	0	0	0.157225633941857	0	0.152540040150725	0.125214836743062	1.93262507619696e-05	0	0.115475134182653	0	0	0	0.000106134682414099	0	0.236345936505869	0	0.0234642492193816	0.183677497338992	0.000186530301655667	0	7.74181274422781e-05	0	0	0	0	0	0.0619759518621088	0	0	0	0	0	0.000154381383938124	9.7908264635628e-05	0	0.272728685513555	0	0.0086596749973456	0.309132616116459	0	0.131220547631962	0.372006292643524	0.0934009682921747	0.129135474481715	0	0	0.0806939076267967	0.141811212464474	0.000392813378358323	0.00255542578742627	0
MS00063	0	0	0	0	0.10809842810858	0	0	0	0	0	0	0	0	0.00397668011515093	0	0	0	0	0	0	0	0.000792422878334078	0	0	0.091320439946377	0	0	0	0	0	0	0	0	0	0.000145864457431264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361102133399679	0	0	0.00756604433162343	0	0.00780033863212957	0	0.00840736245952178	0.0161592413731316	6.34632372074007e-05	0	0.0110271781217109	0	0	0	0.00294880820388098	0	0	0.129627966425979	0.178860075668349	9.58068232065972e-05	0	0	0	0	0	0.00641866870925133	2.72614365045044e-05	0	0.00124012866538337	0	0.00013428136257657	0	0	0	0	5.85001982641334e-05	0	0	0	0	0
MS00064	0	0	0	0	0	0	0	4.49623066387998e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45683968561452e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20657504452908e-05	0	0	0	0	0	7.72928994342506e-05	0	0	0	0	0	0	6.92712205255589e-05	0	0	0	0	0	6.97896473562936e-05
MS00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528936922484239	0.0109523662427866	6.7789075213917e-05	0	0.0103887387940212	0	0	0	0	0	0	0	0	0	0	0	0.00770009933318669	0.00611449184791938	0	0.000370936577895911	0.00869086249013044	0	0.000841379692592215	0	3.66013173462337e-05	6.69473389220607e-05	0	0	0	0	0	0	0	0	0	0	0.011459799095695	0	0	0.0278565093632273	0	0	0.00383732682817971	0	0	0	0	0	0	0.00163916160494206	0	0	0	0	0.000787812831088146	0	0	0.00293286764492629	0	0	0	0	0	0.00542068004962727	0.00316931585527691	0	0	0	0	0.000583650944530553	0	0	0	0	0	0	0.00178400790219286	0.0166534178324853	0	0.0194301926465085	0	0
MS00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02945058612612e-05	0	0	0	0	9.41637255210767e-05	0	0	0	0	0	0	0	0	0	0.000149389802878491	0	0.000123440280588302	0	0	2.36345476862636e-05	0	0	0	0	0	8.13386590290806e-05	0	0	0.00765901169351266	0	0	0	0	0	0	0	0	0	0	2.36331512435177e-05	0	0	0	0	5.33181930631624e-05	0	0	0	0	0	0	0	0	0	0	0	0.000193773294647224	0	0
MS00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62831346055837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08121408250852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68336091128429e-05	0.000626189622340445	0	0	0	0	0	0	0.00170060459933877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286690302297937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00072	0	0	0	0	0	0	0	0	0	0	0	1.83983737214384e-05	0	0	0	0	0	0	2.24969287738158e-05	0	0	5.62631015290608e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72827831610805e-05	0	0	0	0	0	0	0	0	0	9.48719803785012e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08265630633951e-05	0	0	0	0	0	0
MS00073	0	0	0	0	0	0	0	0	0	0	0	0	0.000323550367718279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195300476632505	0	0	0	0	2.9604099478525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208986033728839	0	0	0	0.00634287072529735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114454623300908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0545649859904175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101213376977402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127384300980029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683593239529845	0	0	0.178895834174035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00429379351252e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19014492423477e-05	0	0	0.000372133743995231	0	0	0	0	0	0	3.87218904882811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52422270756902e-05	0	0	0	0	9.39986091090504e-05	0	0	0	2.52505594981643e-05	0	0
MS00082	0	0	0	0	0	0	0.000103351346092448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00540939513284254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175475099086529	0	0	0	0	0	0	0	0	0	0	0	0.000142815626150322	0	0	0	0	0.00100145656032389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248126139640798	0	0	0	0.000191707540419638	2.70467715528038e-05	0.000104366968400992
MS00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15347230188069e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159673814230872	0	0	0	0	0	0
MS00084	0.000223934783260767	0	0	0	0	0.00031415696013986	0.000119111066780548	0	0	0	0	0	0	0	0	0.0461365147831609	0	0	0	0	0	0	0	0	0.00908640702673404	0	9.12041136381332e-05	0	0	0	0	0.00145240859886318	0	0	0	0	0	0	0	0.0130090762374921	0	0	0	0	0	0	0.0100836808529417	0.000533601299520122	0	0.000414222020358774	0.000421305964540051	0	0	0	0	0	0.000636001957055919	0.00012232487049395	0.0269634890261376	0	0	0	0	0.0405810810863035	0	0.0611084660873651	0	0	0.000322291698593128	0.000105371857373143	0	0	0	0	0	0.000109527108766805	0	0	0.000744264999464113	0	0	0	0	0	0	0	0	0	0	0.000221933744207394	0	0.0293153913943511	0	0	4.89531457242119e-05	0.000454972647468417	0.00423065686683835	5.14683379318391e-05
MS00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138847664705987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32083980474283e-05	0	0	0	0	0	0	0	0	0	0	0.000377020013313837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169163776417141	0.000262809135007524	0	0	0	0.000157129173748662	0.00100035252106422	0	0	0	0.00152068261998707	4.27005430606628e-05	0	0	0	0	0	0	0	0	0	0	9.0586683067759e-05	0	0	0	0	0	0	0	0	0	0.00443049341013101	0	0.00904313460825044	0	0.00235745666235276	0	0
MS00086	0	0	0	0.000259654614703113	0	0	0	0.00633734121868422	0	0	0	0.00904262691539892	0.0208794388125894	0.00419937098757085	6.31263786739257e-05	0	0	0	0	0	0	0	0	0	0.000901649346735383	0.00780097272284033	0	0	0.00632956141045735	0	0	0	0.000168360617653402	0	0	0	0	0	0.000113561905690394	0	0	0	0	0.00211300771661179	0	0	0	0	0	0	0	0	0	4.22231178410808e-05	0.0202845855011149	0	0	0	0	2.75171478800781e-05	0.000136835259444387	0	0	0.0165884180875217	0.00695426026398624	0.00178284397098415	0	0.00547923758181523	0	0.000918251216010741	0.000436197096528098	0	0.00390218663992586	0	0	0	0.00058745980943008	0	5.64151785221862e-05	0	0	0	0	0.000105730973082204	0	2.18736932515656e-05	0	0	0	0	0	0.00551589980441891	0	0.000133493978421055	0	3.84200854431986e-05	0	0
MS00087	0	0	0	0	0	0	4.01099342900775e-05	0	0	0	7.57985947302636e-05	0.000138449194841387	0	0	0	7.99696271706035e-05	0	0.00414581269585644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145187245159328	0	0.000134509580657948	0	0	0	0	0	0	0	0	0	0.000669275316474448	0	0	0.00269162748112518	0	0	0	0.00040228251368427	0	0	0	0	3.63248767808239e-05	0.00045974854523391	0.00864341500602642	0.000274165007368209	0	0	0	0	0.00721978892580942	0	0	0	0.000683392536274528	0	0	0	0	0	0	0	0	0.00204769209893353	0	0	0	0	0	0	0	0	0.000620635967389917	0	0	0	0	0	0	0.000267186596424745	0	0.00150389617627618	0.000254596252012093	0	0.000153817543060388
MS00088	0	0	0	0.000103860952507009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120872758409664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0979242530916347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379343305690328	0	0	0	0	0	0.00630410027969853	0	0	0	8.85316601542132e-05	0	0
MS00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00090	0	0	0	0	0	0.000145927859433288	0	0	0	0	0	0.000345067048166456	0	0	0.00117698292931898	0	0	0	0	0	0	0	0	0	0	0.00265912499733629	0	0	0	0	0	0	0	0.000372440982505589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243395250000117	0	0.00471674112696917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52182927094838e-05	0	0.000103931616671859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269764311542003	0	0	0	1.543772202234e-05	0	0	9.46905352719593e-05	0	0	0	0	2.17429572892156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035347544321632	0	0	0	0	1.22690460872245e-05	0	0.00154422706909342	0	0	0
MS00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
