103_4M	105_4M	10_4M	128_4M	12_4M	130_4M	133_4M	137_4M	150_4M	157_4M	172_4M	179_4M	180_4M	181_4M	184_4M	18_4M	195_4M	1_4M	201_4M	203_4M	224_4M	229_4M	238_4M	240_4M	241_4M	244_4M	256_4M	258_4M	263_4M	265_4M	268_4M	26_4M	272_4M	274_4M	275_4M	276_4M	281_4M	282_4M	332_4M	335_4M	338_4M	341_4M	343_4M	345_4M	350_4M	367_4M	377_4M	383_4M	385_4M	387_4M	38_4M	397_4M	39_4M	42_4M	45_4M	503_4M	504_4M	507_4M	511_4M	51_4M	521_4M	526_4M	527_4M	532_4M	536_4M	53_4M	544_4M	546_4M	549_4M	560_4M	565_4M	567_4M	570_4M	572_4M	577_4M	582_4M	585_4M	587_4M	589_4M	590_4M	591_4M	598_4M	599_4M	608_4M	615_4M	622_4M	624_4M	626_4M	633_4M	635_4M	637_4M	640_4M	70_4M	78_4M	7_4M	82_4M	87_4M	9_4M
MN00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00135	0	0	0	0	0	0	0	4.75523978767571e-05	0	0	0	0	0	3.09543308366562e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46201279452652e-05	0	0	0	0	0	0	0	7.54917661187732e-06	0	0	0	0	0	0	0	0	0	0	0	0.000213824989642079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202202054246272	0	0	0	0	0	0	0	0	0	9.29091978175695e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67187455863359e-05	0	0.000109606166801153	0	0	0	0	0	0.000210821268598583	0	0	0.000249060398973663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43544433669394e-05	0	0	0.000252609576072891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00137	0.00026840641446967	0	0	0.000169867751077036	9.04539602975151e-05	0	0	0.000104535621834877	0.000217315096820179	0	2.79299024980718e-05	0	0.00038138778259324	0.000424627544107	0	0	0	2.82220857890915e-05	0	0.000128295598306559	0	0	0	0	7.51688734309873e-05	0	0.00144422498337436	0	9.54887298243448e-05	0	0	0	0.00084370425401744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000620519032551348	0	0	0	0	0	0	0	0	0	0	0	0	0.000177755426156463	0	0.000247942234486049	0.000475008011285441	0	0	0.000328176756854143	0.000114353191434965	0	0	0	0	0	0	0.00119578133374347	0	9.50198091791003e-05	0	0	5.25904582062815e-05	0	0	0.000164437392899244	0	0	0	0	0.000221393231704085	0	7.6085575968376e-05	0	0.000105021835168881	0.00129741590119776	0	0.0536893521983244	0
MN00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00139	0	0.0227807000208208	0	0	0	0	0	0	0.000436939004309247	0	0	0	0	0.013771569491557	0	0	0	0	0	0	0	0	0	6.32700873330302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57395518946947e-05	0	0	0	0.00120798282802026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88113633624646e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.174266745069716
MN00140	0	0	0	0	0	0	0	0	0	1.52363695972538e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126312790554812	0	0	0	0	0	0	0	0	0	3.45589323934113e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387243246575992	1.46514309517342e-05	0	6.68657373576048e-05	0	0	9.10711374389817e-05	0	0.000469316890842112	0.000122708018105129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63126878141248e-05	0	0	0.000113339319374609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125842764051765	0	0	0	0.00156961687163354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265108658704238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0567867608416015	0	0	0	0.0284611878490189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145801672444127
MN00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00610211239478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.86364215075232e-05	0	0	0	0	0	0	3.12973668500913e-05	0	0	0	0	0	0	0	0	2.15823014311365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905979730480942	0	0	0.000103371353047734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26180850230103e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206010963162745	0	0	0	0	0	0
MN00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74642555390935e-05	0	0	0	5.63309223764862e-05	0	0	0	0	8.32862882886281e-05	0	1.47021117634582e-05	0	1.40819025492127e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32173790377352e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00147	0	0	0	0	0.000185351135486922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18464978707451e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85195662104115e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59101490621661e-05	0	0	0	0.000209689374062045	0	0
MN00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711606533877407	0	0	3.91993333412505e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28982081105879e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016618080290922	0	0	0	0	0	0	0	0	0	2.8242796295633e-05	0	0	0	0	6.9108880280904e-05	1.29070188483101e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81204204132831e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35760181094362e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00597000405731954	0.0143678565074391	0	0	0	0	0	0	0	0	0	0	0.0145962344935391	0	0	0	0	0	0	0	0	0	0.000141325242466772	0	0	0	0	0	0	0	0	0	0	0.0107145668254575	0.00157889059307085	0	0	5.89116469295845e-05	0	0	0	0	0.0584501000565152	0	0	0	0	0	0	0	0	0	0.0136794742878502	0.000301212433200318	0.0474200878572323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00204166886903576	0	0	0	0	0	0.0347095294852201	0	0
MN00153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25829866171143e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88903470783682e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00155	0	0	0	0.00120395065733457	0	6.6768746537369e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792763753546065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87534341174068e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42909401976699e-06	1.62609394252531e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00157	0	0	0	0	0	0	0	0.000154938014225726	0	0	0	0	0	0	0	0	0.000130616314583749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61385182516823e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.59347802583664e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02038375892286	0	0	0	0	0	0
MN00160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00554538562822479	0	0	0	0	0	0	0	0	0	0	0	0	8.45060811013061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42408286456663e-05
MN00161	0	0	0	0	0	0	0	3.08470996314549e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155244018094925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013157344714248	0	0	0	0	0	0	0	0.000870002823801066	0	0
MN00164	0	0	0	0.000102039501554547	0	0	0	0.000553782437975469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254118315975923	0	0	0	0	0	0.000173776024433838	0	0	0	0	0	0	0	0	0	0	0	0
MN00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237041095691251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17783163236887e-05	0.000420504071754164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000557381600915063	0	0	0	0	6.36637731886883e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280679062730121	0.000697051112101699	0	0
MN00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437273557923395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00167	0	0	0	0	0	0	0	0.000163321457103105	0	0	0	0	0	0	0.00076209865264156	0	0.000201106383781758	0	0	0	0	0	0	0	0	6.78596611007118e-05	0	0	0	0	0	0	0	0	0	3.41698455362398e-05	0	0	0	0	0	0	0	0.000134279741693509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67983264012153e-05	0	0	0	0	0	0.0114986594544688	0.000509834548398428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00168	0	0.00196733769350058	0.000380793491721957	0.000936815827055606	0.00233812559975612	0.00116845832621971	0.000295544280161927	0	0	0.000405935500147717	0.000339391319493555	0	0.000941505684384344	0.000432390069873787	0.000103665955784111	0.000328897881284333	7.08960910492852e-05	0	0.106878663895559	0.000118587800089381	0	0.00184192696079486	0.00338534323921152	6.56637985516997e-05	0	0	0.000623367803649854	8.68158859667065e-05	0	0.000861784923565734	0.000333989189137281	0.00112780335340925	0	0.000180292677127922	0.000503860357392132	0.000464385571531685	5.00837125849244e-05	0	3.65200783684473e-05	0.000558434987847011	0.00255172255875292	0.000230534687296675	0	0	0.000944100378604134	0.000217308152717045	0.000470067940505712	0.000202027282066358	0.007001783480034	0.000683910603000202	0.0161935592833621	0.000200063485764418	0.00118648670751563	0.00021492799643095	0.000265163074374933	0.00284833873313774	0.00125156451136825	7.37551858057503e-05	0	0.000122730312431981	0	0	0	0	0.000210477901008846	0.000228372791479633	0	5.53366994826241e-05	0.00742605681596062	0.0005536765917595	0	0.000560328161476476	0	0.00208900855865358	0	0	0	5.96492080624054e-05	0	0	0.000440702781370919	0.000139424353570769	0.00875878394398854	0	0	0.000174060790552206	0.000578020853805956	0.000144863502418477	0.00137569824601633	0.000232842775487009	0	0	0	0.00163472686375325	0.000703353042779248	7.03182941561585e-05	5.28721283990271e-05	0.00496398544248955
MN00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00667605927845999	0	0	0	0	0.000709356708398224	0	0	0	0	0.00295443471306714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27947380255678e-06	0.000628940718708509	0	0	0	0	0	0.00574015739698109	0	0	0.00385469935381114	0	0	0	0	0	0	0	0	0	0	0	0	0.000308057291488097	0	0	0.00149468685525478	0	0.000377857129352209	0.00728860364047481	0	0.00120283283987944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00170	0	0	0.00024405335232498	0.00437102996269424	0	0	0.00305094139210708	0	0	0.000568553466797818	0	0	0	0	0.000372037452085642	0.000253905137367429	0	0.000148280164505155	0	0	0	0	0	0.000423793518878756	0	0.000796506924178956	0	0	0.00123398600347455	0	0	0	0	0.000395375817239821	0	0.00191337979727867	0	0	9.30633557522699e-05	0.00042319333735117	0	0.000239969007433832	0	0	0	0	0	0	0	0	0	0	0	0.000256005718193399	0.00258051751059352	0.0237688852692251	0	0	0	0	0.000252341991859481	0	0	0.000284058984159955	0.000236156529799729	0	0.00141156619071465	0.000488225805972311	0	0.0011030066083894	0	0	0.0962684137806681	0.000547465925039425	0	0.000418005745563452	0	0	0	0	0.000606379172543526	0	0	0.00244940866893753	0	0	0	0.000193291338481616	0	0.000770208100793254	0.000305732620511912	0.00363498764774071	0.00138046140166703	0.000777385529090253	0.000728920167219095	0.00103668411486179	0	0
MN00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37723218450931e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165554412093486	0	1.85134515731362e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00172	0	0.000138224723779417	0	0	0	0	0	0	0	0.124230021903343	0	0	0	0	0	0	0	0	0	0.0017902456533247	0	0.000680582511715158	0	0	0	0	0	0	0	0	0	0.000113315843764555	0	0	0	0	0	0	0	8.52798804303992e-05	0	0	0	0	0	0	0.00111584047918935	0	0	0	0.000104393954730804	0	0	0	0	0.00248368755147416	0.00569659904579608	0	0	0	0	4.86607024575225e-05	0	0	0	0	0	0	0.00859957119768228	0	2.90600098375444e-05	0	0	0	0.0419373072109835	0	7.33263769935902e-05	0	0	0	0.115765760901806	0.000509710873661003	0	0	0.000403241216165023	0	0	0	0	0	0	0.000110408011956822	0	3.31397412681961e-05	0	0	0.324686808346986	0
MN00173	0	0	0	0	0	0	0.00150157898251222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107407599074581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463098615667663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35633961816852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205388506734092	0	0	0	0.000126574372615265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550824687336368
MN00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92215077951057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44267539645581e-05	0	0	0	0	0	0	0	5.67918008402299e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433218049149611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219410017846071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29861962715749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000479539643724576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142367536984041	0	0	0	0	0	0	0	0	0	0	0	0.00194754210161943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10996061954322e-06	0	0	0	3.0710245557882e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14112227475608e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56033570416183e-05	0	0	0.00242631900402262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015273726351368	0	0	0	0	0	0	0	0	0	0	0	0
MN00183	0	0	7.6090277076093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201517658407955	0	0	0	0	0	0	0	0	0	0	0.0010579364735811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00184	0	0	0	0	0	0	0.000268525878877096	0	0	0	0	0	0	0.00077356093723047	6.31389395485606e-05	0	0.000449077852997417	0	0	0	0	0	0	0	0	0	0	0	0.00345669349679377	0	0	0	0	0	0	0.000299543005059149	0	0	0.000241288004418196	3.42593731995823e-05	0	0.000120269949470772	0	0	0	0	0	0.00257105134741213	0	0	0	0	0	0	0	0	0	0	4.51122984297435e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189300422714712	0	0	0	0.00856850275165034	0.00188275310226393	0	0	0	0	0	0.00153204005721796	0	0	0	0.000167562003105195	0	0
MN00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41665747442295e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8555167492442e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88597986338718e-05	0	0	0	0	0	0	0	1.57348702992474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48317299893138e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73026263683232e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
