Time,Bacteroides_theta,Bacteroides_fragilis,Bifido_longum,Bifido_breve,Bifido_adolescentis,Eubacterium_hallii,Faecalibacterium_prausnitzii,Roseburia_intestinalis,HMO,HEXOSE,SUCCINATE,ACETATE,PROPIONATE,LACTATE,FORMATE,ETHANOL,BUTYRATE,H2
0,0.0397067437289604,0.403328989264735,0.32261618707447,0.179593304109358,0.0956437013619523,0,0,0,5,1,1,1,1,1,1,1,0,0
0.1,0.040389389587262,0.410631791565497,0.328629159074451,0.182852079949376,0.0973493684036496,0,0,0,4.91826996694086,1.87744722025648,1.053556825729,1.05084121270572,1.01766752189035,1.02140528059698,1.02031117370759,1.01705212066151,0,0
0.2,0.0410133022861799,0.417455847719248,0.334376034198558,0.18593100141606,0.0989471139249216,0,0,0,4.81758765107814,2.73219205891751,1.13173040085186,1.12856200641356,1.03715863931862,1.04711963677849,1.04429086807055,1.03502163466113,0,0
0.3,0.0415820266209454,0.423832032920445,0.339874535275167,0.188843907041172,0.100444688937671,0,0,0,4.69991594423323,3.56004593959897,1.23412411044281,1.23296725435079,1.0585392987529,1.07710530772872,1.07195819910368,1.05394619673665,0,0
0.4,0.0420989009609746,0.429788428149972,0.345139764479507,0.191603049133422,0.101849086359933,0,0,0,4.56713382197873,4.35757547923015,1.35986408292983,1.36306886229093,1.08179329690791,1.11121903452739,1.10323575266623,1.07382122953623,0,0
0.5,0.0425670701143385,0.435350673346318,0.350184747744818,0.194219332489168,0.103166650938649,0,0,0,4.42103867716125,5.12195789039884,1.50773481723944,1.51735071985606,1.10684444478378,1.14924421145359,1.13797727723085,1.09461194086037,0,0
0.6,0.0429894970369976,0.440542258082715,0.35502083749227,0.196702503617384,0.104403168190918,0,0,0,4.26334889128448,5.85086694077207,1.67628222346572,1.693958866899,1.13357342197359,1.19091452647808,1.17598820435547,1.1162621110986,0,0
0.7,0.0433689736128708,0.445384763098702,0.359658012917732,0.199061301978639,0.105563936919035,0,0,0,4.09570649362977,6.54238284552486,1.86389242240534,1.89083862075285,1.16183067614143,1.23593150445113,1.21704100274037,1.13870059320759,0,0
0.8,0.0437081306524063,0.449898062833038,0.364105105629463,0.201303581863149,0.106653828735112,0,0,0,3.91967978000561,7.19492117575556,2.06885217576695,2.10583336636073,1.19144632495085,1.28397758100449,1.26088672195395,1.16184615574971,0,0
0.9,0.0440094472123003,0.454100496790477,0.368369970542631,0.203436411444935,0.10767733721201,0,0,0,3.73676578330341,7.80717706554955,2.2893952188885,2.33675528109917,1.22223775870755,1.334725845702,1.30726367737732,1.18561110542978,0,0
1,0.0442752593116757,0.458009015858986,0.372459616437827,0.205466154010318,0.108638618665139,0,0,0,3.54839250599735,8.37808186629282,2.52373768362505,2.58143535331434,1.25401546545285,1.38784727332056,1.35590396402347,1.20990399939578,0,0
1.1,0.0445077681027334,0.461639308401774,0.37638030672511,0.207398535214606,0.109541526105333,0,0,0,3.35592084068379,8.906770032367,2.77010503648652,2.83775806828138,1.28658747550492,1.44301604543969,1.40653830805082,1.23463167269408,0,0
1.2,0.0447090475425699,0.465005909964869,0.380137638219584,0.209238699364753,0.110389637546843,0,0,0,3.16064611932324,9.39255449268111,3.02675240448984,3.10368474220373,1.3197627317277,1.49991341309504,1.45889963973485,1.25970074758816,0,0
1.3,0.0448810516052146,0.468122299686049,0.383736603787827,0.210991257082519,0.111186279578924,0,0,0,2.96379924569194,9.83490911067937,3.29197975106723,3.37726848422295,1.35335362430895,1.55823044279101,1.51272568190445,1.28501874995381,0,0
1.4,0.0450256210676201,0.471000985907155,0.387181643332442,0.212660326217835,0.111934546894872,0,0,0,2.76654737929279,10.2334570910685,3.56414305408399,3.65666303413556,1.38717787768075,1.61766990886422,1.56776078200818,1.31049492805345,0,0
1.5,0.0451444898995139,0.473653583036537,0.39047668658083,0.214249567515483,0.112637318305128,0,0,0,2.56999415313422,10.5879643755781,3.84166239949148,3.94012717965401,1.42105993787734,1.6779475361883,1.62375716678197,1.33604084706919,0,0
1.6,0.0452392912841555,0.476090881349506,0.393625190418395,0.215762216260095,0.11329726963162,0,0,0,2.37517942273851,10.8983371982329,4.12302771822028,4.22602604834356,1.45483197798297,1.73879275265001,1.68047576114693,1.36157081645155,0,0
1.7,0.0453115632948171,0.478322911127239,0.396630172971957,0.217201110912201,0.113916883782973,0,0,0,2.18307855968358,11.1646230550861,4.40680274709783,4.51283025925515,1.48833461517454,1.79994907671701,1.73768668421494,1.38700219479734,0,0
