103_12M	105_12M	10_12M	128_12M	12_12M	130_12M	133_12M	137_12M	150_12M	157_12M	172_12M	179_12M	180_12M	181_12M	184_12M	18_12M	195_12M	1_12M	201_12M	203_12M	224_12M	229_12M	238_12M	240_12M	241_12M	244_12M	256_12M	258_12M	263_12M	265_12M	268_12M	26_12M	272_12M	274_12M	275_12M	276_12M	281_12M	282_12M	332_12M	335_12M	338_12M	341_12M	343_12M	345_12M	350_12M	367_12M	377_12M	383_12M	385_12M	387_12M	38_12M	397_12M	39_12M	42_12M	45_12M	503_12M	504_12M	507_12M	511_12M	51_12M	521_12M	526_12M	527_12M	532_12M	536_12M	53_12M	544_12M	546_12M	549_12M	560_12M	565_12M	567_12M	570_12M	572_12M	577_12M	582_12M	585_12M	587_12M	589_12M	590_12M	591_12M	598_12M	599_12M	608_12M	615_12M	622_12M	624_12M	626_12M	633_12M	635_12M	637_12M	640_12M	70_12M	78_12M	7_12M	82_12M	87_12M	9_12M
MN00011	0	0	0.0257480369945662	0.0103365758092604	0	0	0.00127081805507449	0.011794857764668	0	0	0.00033440554653531	0.00161470823036261	0	0.0092011179341155	0.103363963030012	1.68246742352067e-05	0	0	0	0	0	0	0	0	0	0.00947826548585143	0	0	0.0102988259633295	0	0.0309651010493856	0.0294020781640268	0	0.00135540302113998	0.276546992607344	0.0647389058526088	0	0	0.000988145598885009	0	0.0903063069606637	0.00407276288505404	0	0.00133667790585178	0	7.6543528573796e-05	0.000546815372477369	0	0	0	0.00033733370948808	0.00795761907580739	0.000397980132913953	0	0.000902729505281904	0.0240938950617206	0.000419710083008416	0	0	0.00254741001351837	0	0.00316185792222904	0.0103405063109859	0	0.062431708154193	0	0	5.53210425870395e-05	0.00130222331341293	0	0.0755548493012885	0	0	0	0.00710675655430904	0.187632297418054	0.00298706413387373	0	0.00438669818159197	0	0	8.57722093396458e-05	0.02905316659196	0	0.00200189806351986	0.0606390080307655	0.000253295558451002	0.000122425096055438	9.56454223611617e-05	0.0234927705936455	0	0.00202412030181568	0.000493270707738413	0.000145632546928499	0	0	0	0
MN00012	0	0	0.000134183814516726	0.0170981126260548	0	0	0.000160063275089087	4.23576392923918e-05	0	0	0.000224855336043613	0	0	0	0.00499954138429677	7.56867683251288e-05	0	0	0.00231388534933652	0	0	5.41447915320605e-05	0	0	2.14762956902922e-05	0	0	0	0.000409970053032442	0	5.96855054412793e-05	0	0	0.00518493539834586	0.000215420517358888	0.00041222764340916	0	0	0	0	0.0058272210660554	7.55300997646605e-05	0	0	0	0	0	0.0166854252631424	8.50859190418729e-05	0	0	1.8098027566415e-05	6.02099809186022e-05	0	0.0850030361864684	0.0180680242685166	0	0	0.000193192374266733	0	0	0	0	0	0.00150985559540279	0	0	0	0.0154301933644431	0	0	0	0.0194944193530075	0	0	0	0.000116820216789188	0.00012218827927904	0	0.000131081534576066	0	4.97616112548169e-05	0.00435211441046178	0	0.0045159838973518	0	9.15638004687968e-05	0	0	2.83494739404271e-05	0	0	0.000160751649828317	0.000960523793959984	0	0	5.51461407162803e-05	1.09662354172315e-05
MN00013	0.00138515665302586	0.000984205374075609	7.78484764030551e-05	8.34332541821118e-05	0.000381073988412589	0.0018015208393798	4.75785393087735e-05	0.000549601369853153	7.56489603750177e-05	7.90862773573675e-05	0.00104485736752636	0.000286038522426239	0.000951223994589375	0.000681272896330782	1.8742278022153e-05	0.000569453720588269	0.0144946473021425	0.00229887926837618	0.000302890407325518	0.000767958212073532	0.000172264390918144	0.000301273501407492	0.000137257028806454	0	0.000195446425175602	3.84281935983114e-05	0.000167216512920359	0.000853378883614888	4.77537399892476e-05	0.000226221672954913	0	0.000741928791943821	8.26887865465062e-05	9.78135917544258e-05	0.00078633478430353	4.68615796495423e-05	0.00721054973910682	0.000271839015391419	0.00225730797486681	0.00492054722879028	8.3779210787452e-05	0.00170973533273741	0.000125341347161477	0.000118705071508984	0.000474555418726993	0.00200159757868562	0.00106676748899771	0.000650211940014409	0.000565034654300619	0.00313782268394829	0.00506901816672884	0.00024841082823945	0.000223058418492503	5.57088578750858e-05	0.000168288406840838	0.000983229908254396	0	0.000325119453072273	7.06515027601191e-05	0.00147549181053329	0.00299001011813308	0.00847961862757211	0.000528951139250402	0.00234592678710962	0.000230746670903901	0.00161154980786913	0.000312767778650978	0.0035575860887617	0.000345062093569032	0.000733734954650663	0.000464030731146757	0.000417316586627985	0.00172051932288351	0	5.63851354740098e-05	0.00651390888252827	5.50765591664259e-05	0.000208161360439911	4.87452947643869e-05	0.000849706983517965	0.001658418726505	0.000630599955472898	2.93807940370651e-05	0.00381038473621984	0	0.000507727058939313	0.00135425303333166	0.000518713372993975	0	0.000703636910504184	4.61211086241462e-05	0.00392270144229116	0.000144114238139827	0.000460800518935394	0	0.00214349576025247	1.51062988692665e-05	0.0113265171163606
MN00014	0.000110200883867661	0	0	0	0	8.01025652701287e-06	0	0	0	0	0	0.00027095490888513	0	0	1.96055502805856e-05	0	0	0	0	0.000629486677838333	0.000199919800982217	0	0	0	0	0	0.000803619151065592	0	0	2.56368928984889e-05	0	0	0	0.000289623128760063	0	0	0.000370519179997388	0.000120250084944652	0	0	0	0	0	0	0	0.000230536421423718	0	0	0	0	0	0	0	0	0	0	0.00539791236282013	0	0	0	0.000169206693086936	4.19574892595085e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.30099872217362e-06	0.000361878695357589	0	0	0	0	1.12397422516433e-05	0	0	0.00869636594419774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664374647577745
MN00015	0.115532263706255	0.151612414473419	0.0808022098067788	0.0230978723862847	7.71582791555813e-05	0.000141541574065151	0.0022587362520146	0.163954105894425	0	0	0.0424551767566948	1.31577014528395e-05	0	0	0.0518584488152184	0.0474293092938525	0	0.0351214502549579	0.0158789650804061	8.73486916134986e-05	0.0261950671980048	4.45033518433724e-05	0.0982290708583365	0.0865679758087707	2.83757122666747e-05	0.000836055717107931	0.0819120043515666	0	0.00465803030984359	0	0.0620188554318937	0.038703970460605	0.056813833566549	0.000401005135366748	0	0.0983373870893112	0	0	0	0	0.0258074903291099	0.00207628395149907	0.0201015429637821	0.0814613395165677	0.0167899585954007	0	0	0.0291548825284642	0.0352599703871532	0.0198537020166534	0.234364998170731	0.0609720633353729	0.0200318101032691	0.0284311004724853	0	0.0501469635553504	0.00293581610806181	0.044529008442328	0.136481304483279	0.154606303614108	0	0	0.0192675328963448	0	0.0205132622146734	0.0420802023217389	0	0.000172036566856412	0.093309336720673	0	0	0	0	0.103368828995347	0.0655585079037632	0.000401460302143816	0.0580524316202404	0.0166786386625351	0.101110875479301	0.000261661022156288	0	0.166008607535094	0.00302904051106109	0	0.0586095794811846	0	5.44689001873191e-05	7.6618549935825e-05	0.196599475587387	0.0950746725559613	2.66551225422853e-05	0.0723967131094795	0.0353639632910486	0.0354887993648389	0	0.10280628430363	0.0123842998960035	1.9640535786361e-05
MN00016	4.42181444352621e-05	0.0118432449409934	0	0.000300211980562575	0	0	8.96745020146338e-05	0	0	0	0	0	0	0	0.0161430378308575	0	0	0	0	0	0	0	0	0.0261975670152145	0.000823189644130523	0.0154204143411723	0	0.0416573203160474	0	0	0	0	0	2.40772054037405e-05	0.074700317271748	0.0166410026742685	0.0328846209973388	0	0.0257088314688896	0	0.0052527731134575	0.0148120485260287	0	0.0116526111493645	0	0	0	0	0.0435128659075116	0	0	0	0	0	0	0	7.57301856535689e-05	0	0	0	0	0	0	0	0	0	0.00648997630095073	0	0	0.000191001304248853	0	0	0	0	0.016553685022679	0	0	0	0.000146096680279187	0.00760396287571697	0	0	6.59957367232694e-05	0	0	0	0	0	0.000116318314190891	0	0.00032046833442932	0	0	0	0	0	0.000327024398532343	0
MN00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000993996412331329	0	0	0	0	0	0	0	0	0	0	0.00525352801217465	0	0	0	0	0	0	0	0.000311546494261459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00018	0	0	0.00199936446119388	0.00802647894482207	0.000261377139212363	0	1.75435117568239e-05	0.000135352199594524	0	0	0	6.4621936805766e-05	0	0	0.0169382391514713	0	0	0	0	0	0	0	0	0	0.00857211024834146	0	0	4.06041227676758e-05	0.00870247275337591	0.00398688776349638	0.00212835124269974	0	0	0	0	0.00110288245687611	0	0	0.00042010685570243	0	0	0.00112819069482466	0	0.000306361317907399	0.000334535039702201	0	0	0.000212434682918741	0	0	0	0	0.0266453502543634	0.000414617135430783	0	0.00141049630612541	0	0	0	0	0	0	0.000497082162805302	0	0.00521381099875406	0	0	0	0.000827181753395665	0	0	0	0	0	0.00536569032271839	0.000106048483477408	0.0166193657228018	0	0.000589249976890074	0	0	0	0.000520212436658784	0	0.00456610002485033	0	0	0	0.000238996734883665	0	0.000343722546102748	0	0	3.0372371331202e-05	0	0	0	0
MN00019	0	0	0	0.0181919534293748	0	0.000824311120443211	0	0	3.01419896256569e-05	0	0	0.00774234752784095	0	0	0.00125914547016305	0	0	9.93069810453973e-05	0	0	0	0	0	0	2.36368061659502e-05	0	0	0.000426149793919897	4.48909326624011e-05	0	0	0	0	0	0	0	0	0	0.0313715725926966	0	0	0	0	0	0	0	0	0	3.89582138168855e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207889930437042	5.52990878563447e-05	0	0	0	0	0	0	0	0	0.000175710296264745	1.52874821541426e-05	0	0	0	0	0.000156692042677154	0	0	0.000281336391545279	0	0	0	0	0	0	0	0.000281219672962446	0	0	0	0
MN00020	0	0	0.000866449165657163	0.00269767036615584	0	0.000526749013785568	0	0.00172899228170332	0	0	0	0	0	0	0.00357651468379561	0	0.0628757874279112	0.000116428334687856	0	0	0	7.71949960326636e-06	0	0	0	0.000165040940458903	0	0.000156666758507667	0.00528601480703242	0	0.00860981014685365	0	0	7.773121436701e-05	0	0	0	0	0	0	9.6217032885415e-05	0	0	0.000796813695965459	0.00554480545244487	0	0	0.00328290321016065	0	0	0.0581390291980234	0	0.0015771100675435	0	0	9.60848387352526e-05	0	0	3.69556169372706e-05	0	0	0	0	0	0.0193585545888504	0	0	0	0	0	6.01890858539699e-05	0	1.3865047505886e-05	0	0	0	0	0	0	0	0	0	0.0329120474319061	0	0.0135404373247993	0	0	0.000361872357227615	0	0	0	0	0.0259069331549182	0.00367316089604378	0.00374088300419107	0	0	0
MN00021	0	0	0	0	0	0	5.88085173405391e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136583911699394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153212995763825	4.57808183031555e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20806449159177e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00022	0.00545469090638902	0.00238366693552812	0	0.000214704845151312	0	0	2.78995577021625e-05	0	0.00422686820934381	0	9.53672353958723e-05	0	8.52202119239572e-05	0.00312995412353319	0	0.000136811887001103	0.000374398831458671	5.29411222832225e-05	0	0	0	0	0	0	6.68049521655173e-05	0	0.00232122836114642	0	2.5745014682334e-05	0	0	7.19092421054814e-05	0	5.16586573042909e-05	0.000468384015587776	4.40097114827068e-05	0.000997324880457458	0.00728843561262278	0.00269904460549194	0	0	0	0.00578245317457767	0	4.57167521672876e-05	2.6800765017113e-05	0.000473351963962349	0.00146061443356043	0.000614546880881858	0.000894537435479911	0.00182726038666844	0	5.43856700105883e-05	0	0	1.64858344220229e-05	0.000138412290830892	0.00279945011996394	0	0	0	0.0824657893140368	0	0	0	0.00511528587873397	0.0232843797562317	0	0	0.000266338818385001	0	0	0	0.00138235397989321	0	0	0.000165259768439856	0.00850095894403404	0	0	0	0	0	0.032095890251116	0	0.000618616123114755	0	0.000434393030344502	0	8.41310305286437e-05	0.000216904210514153	0	1.36218802740577e-05	0.00115330506076022	0	0	0.000536782678906919	0.0371056762929156
MN00023	2.32960866374227e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103388908959968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04856980742641e-05	0	0	0	0	0	0	0	0	0	0	4.81092273896768e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00024	0	0	0	0	0	0	0.0112944400178351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378627486819935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134230273183262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518159540583508	0	0	0	0	0	0	0	0	0	0	0	0
MN00025	0	0.00390022408606427	0.000274301329348872	0.000502580283648564	0	0	0	0.000270898355144083	0	0	0.000277996701029733	0	0	0.00442066544739628	0.000264829444399107	0	0	0	0	0	0	0.00856568474394817	0	0	0	0	0.000106191932820993	0	0	0	0.00042609567535115	0	0	0	0	0.000589949371377851	0	0	0	0	0	0	0.000118793345523707	0.000157048440152861	0.00191684074911869	0.000243844618167885	0	0	0	0	0.0028065574050679	0	0	0.000556849491351203	0	0	0	3.44530055847779e-05	0	0.0012686448023711	0	0	0	0	0	0	0	0	0.000214484904829531	0	0	0	0	0	0	0	0	0.0125365431333647	0	0	0.00195147878894356	0	1.79054845551818e-05	0	0.000198815960395757	0	0	0.000452784325721473	0	0	0	0.00662955702904191	0	0	0	0	0	0
MN00026	0	0.000524918714967652	0.000113510311959633	4.00382363841617e-05	0.00343137534108638	0	1.36151492407807e-05	8.57580044586774e-05	0	3.4470606572024e-05	0	0	8.90363157734386e-05	0	9.49328725915874e-05	0.000405654100962505	0.000289378714362528	0	0	0	0	0.000442082182062524	0	3.82648979386849e-05	0	0	0.000242786402137787	0.00701808013950205	0	2.68208496301131e-05	9.91226521856941e-05	0.000166587362076051	0	0	0.00075838867292902	0	0	0	1.14406435895022e-05	0.00277947277041192	0	0	0	0	0	0	0.0002241890863863	0	0.000784606945914752	0	4.08576567519123e-05	1.51516822904735e-05	0	0	0	0	0.000136201518076396	9.02500803539897e-06	0	0	2.39884413564192e-05	0	8.55466460440185e-06	0	6.13029533066029e-05	0	0	0	0	0	0.00651528411236339	0	0	0.000818299728688949	0	0.0001231011550154	0.00321560444473815	0	0.00244516789123149	0.000761156458806843	0	0	0.000141272859653983	0	2.42171244173276e-05	0.000296280267684584	0	0	0.000124319499334644	0	0	0	0	4.51665523664456e-05	9.41599677052409e-05	0	0	0
MN00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17337826576503e-05	0	0	0	0	0	0	0	0	0	0.000164342208383499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54369003245051e-05	0
MN00028	4.88244849891001e-05	0	8.09841864024548e-05	2.95729544399956e-05	0	6.84929275677737e-05	0.000187832548286557	0	0	0	0.0144560603031373	0	0	0	9.22720615077545e-05	0	6.8793957318069e-05	0	0	0	0	0	0	0	2.00047127486058e-05	0	0.000172171307078273	0	1.46075385694658e-05	0	0	0	0	0	0	2.27400936892436e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.99611368645063e-05	0	0	0	2.63099747234752e-05	2.92977152312914e-05	0	0	7.44970772589779e-05	0	0	5.08749821934535e-05	0	0	0	0	9.54513859185707e-05	0	0	0	0.000125305320557439	0	0	0	0	0	5.03864937765837e-05	0	0.000147240537727771	0	0	0.000287191356721854	0	0	0.000179774843894658	0	6.61893715727128e-05	0	0	0	0	0	0	0	8.43094266790573e-06	0	0	0	1.93743044533534e-05	0
