103_12M	105_12M	10_12M	128_12M	12_12M	130_12M	133_12M	137_12M	150_12M	157_12M	172_12M	179_12M	180_12M	181_12M	184_12M	18_12M	195_12M	1_12M	201_12M	203_12M	224_12M	229_12M	238_12M	240_12M	241_12M	244_12M	256_12M	258_12M	263_12M	265_12M	268_12M	26_12M	272_12M	274_12M	275_12M	276_12M	281_12M	282_12M	332_12M	335_12M	338_12M	341_12M	343_12M	345_12M	350_12M	367_12M	377_12M	383_12M	385_12M	387_12M	38_12M	397_12M	39_12M	42_12M	45_12M	503_12M	504_12M	507_12M	511_12M	51_12M	521_12M	526_12M	527_12M	532_12M	536_12M	53_12M	544_12M	546_12M	549_12M	560_12M	565_12M	567_12M	570_12M	572_12M	577_12M	582_12M	585_12M	587_12M	589_12M	590_12M	591_12M	598_12M	599_12M	608_12M	615_12M	622_12M	624_12M	626_12M	633_12M	635_12M	637_12M	640_12M	70_12M	78_12M	7_12M	82_12M	87_12M	9_12M
MN00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150427254497765	0	0	0	0	0.000238825044901599	0	0	0	0	0	0	0	0.000339586094698322	0	0	0	0	0	0	0	0	0.00145258093031157	0	0	0	0	0	7.03771338724001e-05	0	0	0	0	0	0	0	0	0	0.00101501150343439	0.000778390692587497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00071	0	0	0	0	0	0	0	2.45608010826091e-05	0	0	0	0	0	0	2.24689201590979e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202172072054917	0	0	0	0	0	0	0	0	0	2.00568228705034e-05	0	0.0215577155820222	0	0	0.00443432673078338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176928874907104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62954497092983e-05	8.77631346568566e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418677001251937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59397328015772e-05	0	0	0	0	0
MN00073	0	0.000615512885853032	0	0	0	0	0.00132615288685893	0	0	0	0.0033195800372703	0	0	0	0	0.000452942778477737	0	0	0.0169143274489202	3.76002555366089e-05	0.15738245556882	0	0	0	0	0.000740141671056791	0	0	0	0	0.000215784377311586	0	0.00226459348660536	0	0	0	0	0	0	0.00561436481014336	2.55267760876001e-05	0	0	0	0	0	0.000299415919045241	0	0	0	0.000108356445214911	0	0.00694382038726402	0	0.00445031414527769	0	0	0	0	0	0.00249467094955452	0	0	0	0.00341909961243323	0	0.000246870192169464	5.39053563579972e-05	0	0.000168627349500666	0.00684096055090897	0.00233488498354636	0.00933761564019961	0	0	0	0	0	0	0	0	0	0	0	2.97176118664617e-05	0.0079095765682985	0	0	0.000904699689810918	0.000114997505301835	0	0	0	0	0	0	0	0
MN00074	1.7109545521804e-05	0	8.54130978297481e-05	9.20880848745426e-05	0	0	0	4.55772790591154e-05	0	3.50981644180591e-05	0	0	0	2.51616029921776e-05	0.000234593769562729	0	0	0	0.000160205217451796	0	0	9.46422390739317e-06	0	0	2.02920652573332e-05	0	0	2.84284045327814e-05	0.00320600377002111	0	0.000900542264043003	0	0	0	0	3.37957000656017e-05	0	0	0	0	6.67081636490121e-05	0	0	5.01673443331844e-05	0	0	0	0	0	0	0	4.75843877979537e-05	0.000211558125035827	0	1.73758274073561e-05	0	0	1.26310577826449e-05	0.00205007670909863	0	0	0	0	5.29154536056003e-05	7.63058929637691e-05	0	0	0	2.76577980441716e-05	0	0	0	1.47573034174527e-05	0	6.57050050573228e-05	4.17398013439555e-05	4.57185353753456e-05	3.98152469349637e-05	0.000105801323026089	0	1.57160035570338e-05	0	0	0	0.0163382492608975	7.12808582341194e-05	3.13728950528784e-05	3.76991025898799e-05	0	0	2.26052335998194e-05	0	1.04463006761855e-05	0	3.76577803874611e-05	0	1.92526379322525e-05	0
MN00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140573499919342	0.000121315335977832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239935779843148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37822727376847e-05	0	0	0	0	0
MN00076	0	0	4.16306931125313e-05	0.0143171773330597	0	0	0	2.66195971973886e-05	0	0	0.00183850449613363	0.000255277361169939	0	0	0.000122131745204598	0	1.17414977996351e-05	0	0	0	0	0.000520603356443732	0	0	1.36837895256494e-05	0	0	0	0	0	0	0.000958130552911795	0	0	0	0.000319321293870149	0	0	0	0	0	0	0	6.04736339242825e-05	0	5.98656073619847e-05	0	0.000116214839516284	0	0	0	1.51102150720168e-05	0	0	0	0.000679172413723442	0	0	2.27557089307365e-05	0	0	0	0.000525226916379565	0	2.0807065098113e-05	0	0	0	0	0.000122421177811118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00684744444820155	0	1.65225498687751e-05	0	0	0	0	0.00128852609851691	0	0	0	0.00113320357275779	0	1.64402269313785e-05
MN00077	0	0	0	0	0	0	0	0	0	5.27569320025396e-05	0	3.31457826179701e-05	0	0	0	0	0.000103592434177152	0	0	0	0	2.40429851486125e-05	0	0	0	0	0	0	0	6.90679341588712e-05	0	0	0	3.99037608779385e-05	0	0	0	0	0	0	0	0	0	0	2.92699446510092e-05	0	0	0	0	0	0	0	0	0	0	0	4.54920966968228e-05	0	5.03561333376804e-05	0	0	0	0	0	0	0	0	8.36551682065897e-05	0	0	0	0	0	0	0	2.46929294155754e-05	3.68220744676589e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96447103567301e-05	0	0	0
MN00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124714638516327	0.00110001894912385	0	1.7540480682361e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00307114157304275	0	0	0	0	0	0	0	0.0204944774114493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6979907452689e-05	0	0.000456226101548794	0	0	0	0	0
MN00079	0	0	0	0	0	0	0	0	0.000110124416202749	0.00263390960850773	0	0	0	0	0	0	0.000120209848438478	0	0	0	0	0	0	0	1.32477764034368e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72031107430663e-05	0	7.47070879464031e-05	3.48175659930508e-05	0	0	0	0	0	0.000190148070365345	0	0	0	0	0	0	0	0	0	0	7.79778496284224e-05	0	0	0	0	0	0	0	0	0.000402318373936074	0.000908495795084303	0	0	0	7.95560107563693e-05	0	0	0	0	0	0	0.000238158247512983	0	0	0	0	0	0	0	0	0	0	0
MN00080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80943861249779e-05	0.00340862489900092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202827154445436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012511820600786	0	0	0	0	0
MN00081	0	0	0	0.000347863342413246	0	0	0.000268223765230806	0.000161413440831884	0	0	0	0.000121233995005218	0	0	0.00389249739527034	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168481428194351	0	0.000163414299223058	0.00102101394320099	0	4.78666254596588e-05	0.000613660442805072	0	0	0	4.75592052642468e-05	0	0.0304597001264589	0.000259564287638784	0	3.28596463511814e-05	0	0	0	0	0	0	0	0.000312376956994606	0	0	0	0	0.00023541644715756	0	0.000228770254664153	5.15870143208608e-05	0	0	0.000218019795228982	0	0.00397152087943235	0	0	0	0	0	0.00134525367324719	0	0	0	0.000301456254988027	0.000926695105805983	0.0779956706222705	0	0.0892742647134254	0	0	0.00327860383018603	0.0013452791210087	0	0.000111524994641697	0	0	0	0	7.05214794418444e-05	0	0	0	0	0	0.00017972986046411	0	0
MN00082	2.41304116335523e-05	0	0.000338001462590571	0.000316677760660724	0	0	4.16470366141729e-05	0.00274276515797391	0	0	4.91441485741164e-05	1.64966252782575e-05	0	4.77498192953012e-05	0.000361393557852697	0	0	0	0	0	0	0.000101726909205184	0	0	0	6.10177755777414e-05	0	0	0.0249372298736166	0	0.000231818650930742	0	0	7.92999582784229e-05	7.53971060124445e-05	0.000213666980543443	0	0	0	0	0.000263195566415788	0.000144240717173622	0	0.000177807624288564	0.000102076626006263	0	6.42838781556294e-05	0	1.93400543974575e-05	0	0	0.000359638965415524	0.000155861983329176	0	0	5.62372248385628e-05	0.000110030043732206	0.000110051024180126	0	0	0	0	1.39151132943469e-05	0	3.70057472535976e-05	0	0	0	0	0	0	0	0	0	0	3.49179187392529e-05	6.07894292100458e-05	9.28568901228762e-05	6.97516195378888e-05	6.86729259705966e-05	0	5.16155568784592e-05	0.000652986351077279	0	0.0061665285276179	6.86839286536918e-05	0.000126762897981536	0.0267134499938441	0	0	0	0	0	0	0.000169101590338895	0	0	0
MN00083	0	0	0	0	0	0	0	0	0	0	0	1.49871297338322e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76176570987527e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113635887311577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00084	0	0	0	0.0025328974364063	0	0	0.000344770680916106	0	0	1.25367503859884e-05	0.0252406532509439	0	0	0	0.00422349146619234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18102788105195e-05	0	0	0	0	0	0	0	0	0	0	0	4.74447620158241e-05	0	0	0	0	0	0	0	0	0	8.51386065244769e-05	0	9.06169752251329e-05	0.00290378791688151	0	0	0	0	0.000116998408388113	0	2.87524991272114e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48377208378621e-05	0	0.0224555137194327	0	0	0	0	1.97416638259854e-05	0	0	0.000201996287448579	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92795420421681e-05	0	0	0	0.00333518996089123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109519706168104	0	0	0	0	0	0	0	0	0	0	0	0
MN00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32736480552812e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000419871815130711	0	0	0	0	0	0	0	0	0.00206753370702005	0	0	0	0	0	0	0	0	0	0	0	0	2.04734046492817e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.07180673840045e-05	0
MN00087	0	0.00014718698267482	5.67834916168014e-05	3.07110255561996e-05	0	5.4115945327371e-05	0	0.000112679796768149	0	0	0	0	7.22233832258642e-05	0.000224028016142872	0	2.77437385135486e-05	7.40991751024773e-05	0	0.000223295628504561	0	0	0.000214773149436863	0	0.000267561860274025	0	6.63740563010157e-05	1.01723466593205e-05	0	4.66202963481733e-05	0	5.69917798628941e-05	0	3.64810069814645e-05	0	0	0	0	0	0	0	3.82476227500794e-05	0	6.33665019261398e-05	0	0	8.05158509608666e-05	0.000420478148182838	7.62569135026908e-05	1.33172096602844e-05	0	0.000110419615237009	0	0	0	2.48445180223061e-05	4.70773324457093e-05	7.38159312725267e-05	0.00724982776217924	0	0	0	0	0	0	0	9.76758316414483e-05	0	7.71122463658797e-05	0	0	0	0.00058419380574483	1.70076188639604e-05	0	3.94432120164094e-05	1.55294238859636e-05	0	0	3.40530780358752e-05	2.72769197519794e-05	7.61595666685036e-05	0	2.55685259213062e-05	0.000269157668869332	0.000166063367381081	0.000121657170874649	8.71599136713124e-05	0	0.000618727898982166	5.81056827741445e-05	0	4.79816333200659e-05	0	0	0.000114288949143012	0	3.49208399427118e-05	0
MN00088	0	2.54685017005377e-05	4.07978714059298e-05	0	0	0	0	0	0	0	0	0	0	5.01071789965577e-05	0.000844066724394865	0	0.0534910566459268	0	0	0	0	0.0386364685517964	0	0	0	0	0	6.32986185682499e-05	0	0.000229707278350562	0	0	0	0	0	4.34756239309802e-05	0	0	0	0	0.0408334720345885	0.000542623449884504	0	0	0	0	0	0.0787961090805303	0	0	0	0.147646076573886	0	0	0	0.000249561054645949	0.0141506754769858	0	0	0	0	0.308552010386538	0	0	9.92516406317656e-05	0	0	9.14355727838534e-05	0.0357083909623958	0	0	0	0	0.00101387314201944	0	0	0.000794936110411105	0	0.0224446480890968	0	0	0.0158221647327752	0.000974476072092678	0	4.37720687756717e-05	0	0	0	0	6.39381753032391e-05	0	0	0	0	0	0	0	0
MN00089	0.00370832925886952	0.0209012792586909	4.47193662065794e-05	0.000115817173290649	0	8.50371694187659e-05	0	0	0	0	0	0	0	3.2796610520675e-05	4.0309221639004e-05	0	4.84245842894886e-05	1.21027680386527e-05	0	0.00165799232400259	0	0.027854804181412	0	0	0.000194646628735334	0	0	0.000174687980150302	0	0.00493462109444627	0	3.91752101983818e-05	0.00166693015368464	0.000148626602155221	0.00388019510582151	0.000221578599358059	0.000318041046567226	0.000280355663716369	2.02050447938453e-05	0	0.00036472165619577	2.08707231307773e-05	0.0252755130626643	0.000514444208694844	0.00100210356193668	0.000735060927524763	6.52048175408033e-05	0.000541841687024451	7.35894616875977e-05	0	0.00135718282504337	0.000135610360194377	5.79559353210574e-05	0	0	1.92264812590691e-05	0	0.00682252652363676	0	0.000402467315400224	0.0234039128017568	0.00854392306627372	0.000231042385013365	0.000221601678034428	2.97785495260996e-05	0	0	0	0	0	0	0	0.000226323648563275	0	0	0	0	0.000327545756180373	0	0	0	0	0	0	0	0.00160287397933854	0	0	0	0	5.34009074723377e-05	0.00156645519115766	0	0	0.00010718900643199	0.000983997938748838	0	0.0121454385118642
MN00090	0	0	0	0	0	1.13990001719782e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58886838494991e-05	0	0	0	0	2.18720635168878e-05	0	0	0	0	1.34678194894411e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0347346796961e-05	0	1.78901708982064e-05	0	0	0	1.46751954489078e-05	0	0	2.30772403838333e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04323760045295e-05	1.16542295658329e-05	0	9.21903281428662e-06	0	3.59081269537409e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09451706885733e-06
MN00091	3.93002549435963e-05	2.46182812038866e-05	0	0	0	0	0	1.47154776283075e-05	0	0	6.32129677403389e-05	0	0.000179187914949153	0.000108447199200489	0	4.63589134010415e-05	0.000390470141639838	8.26262183806942e-05	0.000117802032376753	0	0	0	0	0	0	0	0	6.83805545519183e-05	0	0	0	3.91209322924848e-05	0	0	3.82953202335836e-05	0	0.000399932793968892	0	2.93173787528948e-05	0.00011400331883699	0	0	0	0	1.33895682095259e-05	0.000136949296838991	2.90728661377888e-05	0	2.88261587426942e-05	1.95299613100814e-05	0.000170884361678713	1.63950634415082e-05	0	0	0	7.24050389163919e-05	0	0	0	4.21469016483549e-05	7.86002043576299e-05	0.00019815705882744	0	0	0	0.000169514590522923	0	9.84970361654138e-05	2.45780117614063e-05	7.53228621599451e-05	2.52314047347141e-05	0	0.000106663095509294	0	0	0.000227047457308496	0	0	0	3.07427944315849e-05	3.42699018693858e-05	4.40015652516466e-05	0	0.00025871266259723	0	0	4.56760790000637e-05	0	0	2.96161281920522e-05	0	0.000737156024672908	0	1.61592670294475e-05	0	0.00039591986524765	0	0.000364604680708847
MN00092	0	0.000364657920418237	0.000882817535463196	9.17372850556232e-05	0	0	0.000153598372004324	7.75858837511551e-05	0	0.000273996763951491	0	0.000377004283117354	0	0.000173707875399338	0.000124069341340742	0.00153479833046773	2.32835786550206e-05	0	0	0	5.8903478659613e-05	0.000607078263646617	0.00156269210986256	0.000270883321480967	0	0.00142469899503295	0.000355659213189651	0	0	0.000121178092651164	0.000830622399152958	0.00039592933444722	0	0	0.0004516731520431	0.00294828030639531	0	0	0.00449466982736551	0	0.000122639632634958	0	0	0.00113328397617075	8.90918742371325e-05	0	0.00263622152258849	0	0	0	0.00280933575439099	0.000588761898505849	5.60710207514255e-05	0.000212274175579838	0	0	0	0.00257373962455952	0.000805284357841202	0.000110842819753249	0.000438751120676229	0	0	0.00684876591049139	9.17083237155795e-05	0	0.000644170597164679	0.000237860016710573	0	0.000407767053860869	0.000345290908684837	0.00016330429586626	0	0	2.58724109547148e-05	0	0.000117303212695064	0	0.000327230449692686	0	0	0	0.000109720684433694	0	0	0.000357491310525278	0	0.00013629696081392	0.0623427890090373	0.000633522171842715	0.000137739674713253	0	0.000207713672869272	0.000230501962239336	0.000810267126016271	0	0	3.64468277608273e-05
MN00093	0	0	0	0.00736096198342774	0	0	0	3.38772611722626e-05	0	1.67301968877659e-05	0.00370905684878693	0.000415031421973821	0	0	0.000234883658320709	0	1.00602452567592e-05	0	0	0	0	0.00149120584222794	0	0	1.72412900193878e-05	0	0	0	0	0	0	0.0019381943749062	0	0	0	0.000470153271478979	0	0	0	0	0	0	0	6.04923216477474e-05	0	0.000123349786867156	0	0.000183848081712685	0	0	0	1.85370444484494e-05	0	0	0	0.00130780233414209	0	0	0	0	0	0	0.00048154771117628	0	3.41671689461612e-05	0	0	0	0	0.000105450506315992	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47817956046076e-05	0.0228532486115921	0	2.65433805748639e-05	0	0	0	0	0.00117624208473241	8.01819441942213e-06	0	0	0.00284532849691621	0	9.54738356371041e-06
MN00094	0	0	0	0	0	0	0.0499789700354152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00095	5.06104284220611e-05	0	0	0	0	5.98644354180843e-05	0	0	0	0	0	0	0	1.60846142910103e-05	0	0	0	0	0	0	0	7.6871666415417e-06	0	0	0	0	0	0	0	0	1.6185856248233e-05	0	0	0	0	0	2.87949842628579e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.34941289622543e-05	3.22547653192315e-05	0	9.96578071989496e-06	0	0	3.17871382778164e-05	0	0	1.2683532658065e-05	0	0	0.00506675244452899	0	0	0	0	9.47027878809325e-06	1.11606566950641e-05	0	0	0	3.49141058854734e-05	3.68886106975368e-05	0	0	0	0	0	3.54949836866086e-05	0	0	0	1.46124657639404e-05	0	0	0	0	0	2.86733726809566e-05	0	0	4.36560760194332e-05	1.62903549011901e-05	0	0	5.23059497963152e-05	0	2.01828804778361e-05
MN00096	0.000252910720504107	0	0.000172518991488191	0.000233833047959712	0	4.74632023162611e-05	8.65490477674634e-05	5.42958874496889e-05	0.000798535471641672	0.000116897994080196	0.0002258422433568	9.34174973633673e-05	0	6.89438165017651e-05	5.588591920538e-05	0	0.000284480606675572	0.00016662760109926	0	0.000135597300117895	0	0	0	0.000494786477870043	8.17406914935287e-05	4.95903088941199e-05	0.000308472680505617	0.000196321787642812	0.000377448238808547	0	0.000124709690387428	0.000156425514459145	0.000117270007584273	0	9.87328117652526e-05	0.00051898280436129	0	0	0.000244043321657407	0.00057043430630702	7.42217428915594e-05	6.41670662605436e-05	0	0	5.05336591499695e-05	0.000243258913011825	9.15926720764401e-05	4.23528754479323e-05	0.000384944510047372	7.05088232632365e-05	0.000221127682469839	0.000420846466633705	1.77933617495439e-05	0.00142146872134841	0.000105497481839342	9.23421168560831e-05	8.25647937752136e-05	8.53453399449062e-05	0.000109490438422188	0.000172909277905331	0	3.19179261400494e-05	4.24695993556683e-05	0	9.64583990765033e-05	6.88228834880471e-05	3.05214819489655e-05	0.000122415563778594	0.000168069113567826	0.000187234686881373	0	0	0	0	7.01426602066861e-05	0	0.000148198468290665	0	4.22453918779344e-05	0	0.00133008151444109	0.000173498638141085	0.000323035550663667	0.000211841485317578	0.000313796555403105	0	0.00011343808964191	5.79891300318393e-05	0	4.49052098216953e-05	0	0	9.23640603335687e-05	0.00010761559854057	0.000273513797956924	3.4655353135456e-05	0.000428348184402407	0.000221469716817665
MN00097	0	0	1.83816837390484e-05	0	0	0	0.0004196325971247	0	0	0	0	0	0	0	0	0.00247060901347857	0	0.000266351150350171	0	0	0	0	0	0	0	0	0	4.85591396693457e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923268198706832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43062682043588e-05	0	0.00289343548506682	0	0	0	0	0.000215170224159634	0	0.00151584638523272	0	0	0	0	0	0	0	0	0.0180422890379785	0.000100051852721511	0	7.05989492698533e-05	0
MN00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003701814778547	0	0	0	0	0	0	0	0	0	0.00121032172974417	0	0	0	0	0	0.00126177544872609	0.0197894482492689	0	0	0	0.00280014476412806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008663698244e-05	0.000172790734299631	0	0	0	0	0	0	0	0	0	0	0	0	0.00155411322575404	0	0	0	9.46081599340148e-05	0	3.32033473827109e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.75758245582495e-05
MN00099	0	0	0.000301686267530617	0.00978573472853914	0.000692688372146913	0	0.000282578585407946	0	0	0	0	0	0	0.00224709797613887	1.67575086870306e-05	0	0	0	4.65108739857552e-05	0	0	0	0	0	0	6.67916760309138e-05	0	0	5.22372210110137e-05	0	0.00112626901390346	0.0209275611285419	0	0.000213307348371398	0	0.0160612828006871	0	0	0	0	0.000166409588300717	0	0	0	0	0.000166502370477522	0.00715928351826065	0	0	0	0	0	4.43846233247457e-05	0.0193876621047473	0	0	0	0	0	9.17980317713227e-06	0	0.000229338552392458	0	0	0	0.00026622982412159	0	0	3.98541295288462e-05	0	0	0	0.00223373847052498	0	8.79601995506322e-05	0	0	0.000131718255985698	0	0	0	0	0.00027015965327912	0	0.000487950256063072	0	0	0	0	0	0	0	0	0.000204469312012232	0	0	0	0
MN00100	0	0	0.000639986219748995	0.0260036965156368	0	0	5.39184342733181e-05	0	0	0	0.000498115015822192	0.000591630659513143	0	0.000572750836656916	0.000655328624965367	0	0	0	0	0	0	0	0	0	0.00100315636634995	0.00128524396602643	0	0.000114032357624736	0.000345634299128456	0	5.32858945374227e-05	0	0.0254163822207798	0.000108027400401463	0	0.000196176553952728	0.000215799212016935	0	0	0	5.96678501786497e-05	1.49011120915065e-05	0	3.90304574954168e-05	0.00614789700883944	0	0	5.95850844255788e-05	0.000913768593750804	0.00621093819070697	0.000161997085721242	8.21648259529995e-05	0.000127075496167749	0.0170618914789063	0	0.0136192577603498	0	0	0	0	0	0	3.14288555887741e-05	0	0.0133355327224407	0	0	0	7.88079221747624e-05	0	0	0	0.0037450489951076	0.000192556356637908	8.45505007393183e-05	0	0.0106981370117355	2.32704360643959e-05	0.0039227216441631	0	0	2.72085851880222e-05	3.21557229512738e-05	0	0.0230760346217622	0	0	0.00308499278115606	0.00498258260822799	0.0153486324344808	0	0	0	3.59099164328184e-05	0	2.77491327300084e-05	0	0.000454869205960213
MN00101	0	0	0.000203156566221932	0.000437709322385622	0	0	0.000172192683611847	0.00010612352528214	0	0	0.000100396506538771	6.47043855737217e-05	0	4.67581080723407e-05	0.000146595211949611	0	0	0	9.54023418457156e-05	0	0	2.64089042442671e-05	0	0	5.08490049617855e-05	4.15894325947421e-05	0.000405889051630667	5.99717922383905e-05	0.000353937109656973	0.000130956091309541	0.000169997189795007	0.000104842779782825	7.397764401471e-05	0.000261203556071111	0	0.000130733047348684	0	0	0.000120645793750819	0	0.000206972504547115	0.000116867559538605	0	0.000120440440053515	5.00057680724965e-05	4.62175236917333e-05	0	7.38742087334269e-05	0.000248812386746473	0	0	8.66521417456014e-05	0.000108586920851176	0.000248430108970847	0.000117069608236416	0.000230803903784467	0.000306719319984395	0	0.000252824135501407	0.000143564410749193	0	0	0	0	9.94316696364508e-05	0	9.92909971965669e-05	0	0.00012922924282888	0	0	0	0	0	0.000221464246532362	0.000222315562385707	0.000314661535409483	0.000761485985438902	0.000189818329724288	0	0	0	0.000115791866186179	0	0.000456877769935394	0	0	0.000153176553487792	0.000142800949479714	0.00010887803541699	0.000272590937782713	0.000108362907164702	2.89081657160433e-05	8.25818023716222e-05	8.54328860752839e-05	0.000110992512803867	0.000100600123356868	0
MN00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155821325668208	0	0	0	0	0	0.0155124089598377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002931978303678	0	0	0	2.47573135617964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333502320826539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00103	0.000555841544564775	0.00223641195136362	0.000665254384330055	0.000316221633795832	0	0.000807670055487327	0.000320916699196609	0.00236483275130843	0.000592630181367802	0	0.0236765935403513	0.0008810106944551	0.00118992203185834	0.000143300402776095	0.000235492830613151	0.000352890353108272	0.000521300320806667	0.00114036110703452	0.00038539762971261	0	0.000184837644997573	0.000872310227152011	0	0.000131690663335948	0.000165784537786493	0.000142290036067275	0.000783576525420934	0.000318287507794692	0.0189138953044873	0.00126107578629634	0.000560293102919208	0.000166417199788677	0.000203119337735494	0.000330552928997281	0.000253795378648314	0.00134573157812614	0.000508228954421149	0.000753061130031276	0.000588030966624476	0.000264595498034379	0.000199697725392534	0.000437235828554216	0.000417930518301151	0.000248606347080732	0.0024520799546108	0.00401366379439056	6.93842261016252e-05	0.00108576466080914	0.000527685444261976	0.000640999748228714	0.00249733206749646	0.00218579156154444	0.0208520370131336	0.00032655607448433	0.000335073254788874	0.000875871417055394	0.00061919102894762	0.000614101736902987	0.000234015608689151	7.88910209434924e-05	0.00037300705963689	0.00125790925396579	0.000127101187405591	0.000344978267101388	0.000199170000572295	8.80000406134281e-05	2.62629816781262e-05	0.000196758976743463	0.000364703835688785	0.000100267012082717	0.0348780345310469	0.000482476405925574	0.00111411854023067	0.00153309805014758	0.0254590863989824	0.00070535751478279	0.000862402579130758	0.000285300676423775	0.000647874566935183	0.000614004269165665	0.000161687045069867	0.000232863206258808	0.00300924039298019	0	0.0120263967698704	0.00018097991892474	0.00124110740644238	0.000338350413269698	0.00058051198266729	0.000247871984551612	0.00052159581609831	0.0500857766108554	5.20374359267631e-05	0.00228282033156281	0.0328091282931635	9.53949098966355e-05	0.00249554176303937	0.00239333607198992
